"tax_id","genbank.Accession","org_name","name_class","rRNA16S_genes","tRNA_genes","genome_size","total_genes","coding_genes","isolation_source","reference","ref_type"
191610,"NZ_CP008944","Corynebacterium atypicum","scientific name",4,52,2359448,2109,1881,"unknown human clinical source","NZ_CP008944","genbank_accession"
548476,"NC_010813","Corynebacterium aurimucosum ATCC 700975","scientific name",3,55,2819226,2648,2553," ","NC_010813","genbank_accession"
1121353,"NC_020506","Corynebacterium callunae DSM 20147","scientific name",7,60,2928683,2711,2570," ","NC_020506","genbank_accession"
161896,"NZ_CP011311","Corynebacterium camporealensis","scientific name",4,50,2451810,2283,2169,"milk","NZ_CP011311","genbank_accession"
1285583,"NZ_CP004350","Corynebacterium casei LMG S-19264","scientific name",4,51,3132213,2850,2706," ","NZ_CP004350","genbank_accession"
931089,"NZ_CP009220","Corynebacterium deserti GIMN1.010","scientific name",6,59,3033893,2780,2628,"mixed sand sample","NZ_CP009220","genbank_accession"
1717,"NZ_LN831026","Corynebacterium diphtheriae","scientific name",5,54,2463666,2318,2191,"not known","NZ_LN831026","genbank_accession"
558173,"NZ_CP006764","Corynebacterium doosanense CAU 212 = DSM 45436","scientific name",4,53,2698995,2618,2506,"yeongdeuk-gun","NZ_CP006764","genbank_accession"
196164,"NC_004369","Corynebacterium efficiens YS-314","scientific name",5,56,3219505,2891,2793," ","NC_004369","genbank_accession"
1050174,"NZ_CP011541","Corynebacterium epidermidicanis","scientific name",4,52,2692072,2456,2337,"skin","NZ_CP011541","genbank_accession"
1451189,"NZ_CP007156","Corynebacterium falsenii DSM 44353","scientific name",3,50,2719616,2371,2205," ","NZ_CP007156","genbank_accession"
196627,"NC_003450","Corynebacterium glutamicum ATCC 13032","scientific name",NA,NA,3309401,NA,NA," ","NC_003450","genbank_accession"
1404245,"NZ_CP006842","Corynebacterium glyciniphilum AJ 3170","scientific name",4,51,3568218,3299,3149," ","NZ_CP006842","genbank_accession"
1121362,"NC_020302","Corynebacterium halotolerans YIM 70093 = DSM 44683","scientific name",4,53,3222008,2926,2789," ","NC_020302","genbank_accession"
1223515,"NZ_CP005286","Corynebacterium humireducens NBRC 106098 = DSM 45392","scientific name",4,54,2681312,2595,2482," ","NZ_CP005286","genbank_accession"
156978,"NZ_CP009211","Corynebacterium imitans","scientific name",4,54,2565321,2383,2270," ","NZ_CP009211","genbank_accession"
306537,"NC_007164","Corynebacterium jeikeium K411","scientific name",3,50,2476822,2160,2078," ","NC_007164","genbank_accession"
645127,"NC_012704","Corynebacterium kroppenstedtii DSM 44385","scientific name",3,46,2446804,2072,1939," ","NC_012704","genbank_accession"
35755,"NZ_CP011312","Corynebacterium kutscheri","scientific name",4,50,2354065,2097,1964,"lung abscess","NZ_CP011312","genbank_accession"
1408189,"NZ_CP006841","Corynebacterium lactis RW2-5","scientific name",3,53,2769745,2428,2298," ","NZ_CP006841","genbank_accession"
1224162,"NZ_CP007790","Corynebacterium marinum DSM 44953","scientific name",4,53,2729219,2556,2437,"coastal sediment","NZ_CP007790","genbank_accession"
1224163,"NC_021915","Corynebacterium maris DSM 45190","scientific name",4,55,2833547,2637,2504," ","NC_021915","genbank_accession"
571915,"NZ_CP011542","Corynebacterium mustelae","scientific name",4,53,3474226,3129,3009,"necropsy lung, liver and kidney tissue","NZ_CP011542","genbank_accession"
681645,"NC_017301","Corynebacterium pseudotuberculosis C231","scientific name",4,48,2328208,2086,1973,"caseous lymphadenitis abscess","NC_017301","genbank_accession"
662755,"NC_015673","Corynebacterium resistens DSM 45100","scientific name",3,51,2601311,2256,2122," ","NC_015673","genbank_accession"
146827,"NZ_CP014634","Corynebacterium simulans","scientific name",4,52,2737971,2561,2441," ","NZ_CP014634","genbank_accession"
161899,"NZ_CP010827","Corynebacterium singulare","scientific name",4,52,2830519,2579,2469,"semen","NZ_CP010827","genbank_accession"
1705,"NZ_CP009251","Corynebacterium stationis","scientific name",5,51,2862233,2650,2489,"seawater","NZ_CP009251","genbank_accession"
1200352,"NC_021663","Corynebacterium terpenotabidum Y-11","scientific name",5,57,2751233,2435,2333," ","NC_021663","genbank_accession"
136857,"NZ_CP011545","Corynebacterium testudinoris","scientific name",4,52,2721226,2590,2485,"necrotic lesions in the mouth","NZ_CP011545","genbank_accession"
504474,"NC_010545","Corynebacterium urealyticum DSM 7109","scientific name",3,51,2369219,2018,1940," ","NC_010545","genbank_accession"
401472,"NZ_CP009215","Corynebacterium ureicelerivorans","scientific name",4,51,2328278,2293,2189,"blood culture","NZ_CP009215","genbank_accession"
1072256,"NZ_CP011546","Corynebacterium uterequi","scientific name",5,53,2419437,2188,2083,"uterus of a maiden mare","NZ_CP011546","genbank_accession"
858619,"NC_015859","Corynebacterium variabile DSM 44702","scientific name",6,59,3433007,3155,2955," ","NC_015859","genbank_accession"
1224164,"NZ_CP004353","Corynebacterium vitaeruminis DSM 20294","scientific name",5,52,2931780,2615,2480," ","NZ_CP004353","genbank_accession"
434922,"NC_009726","Coxiella burnetii Dugway 5J108-111","scientific name",1,42,2212937,2249,2060," ","NC_009726","genbank_accession"
227377,"NC_002971","Coxiella burnetii RSA 493","scientific name",NA,NA,2032807,NA,NA," ","NC_002971","genbank_accession"
325775,"NZ_CP007541","Coxiella endosymbiont of Amblyomma americanum","scientific name",1,39,656901,605,554," ","NZ_CP007541","genbank_accession"
1592897,"NZ_CP011126","Coxiella-like endosymbiont","scientific name",1,48,1733840,1640,1299," ","NZ_CP011126","genbank_accession"
1173022,"NC_019733","Crinalium epipsammum PCC 9333","scientific name",4,43,5620407,4980,4720,"","NC_019733","genbank_accession"
216432,"NC_014230","Croceibacter atlanticus HTCC2559","scientific name",2,36,2952962,2693,2639," ","NC_014230","genbank_accession"
1348774,"NZ_CP011770","Croceicoccus naphthovorans","scientific name",1,46,3863562,3840,3672,"sterile tools","NZ_CP011770","genbank_accession"
28141,"NZ_CP011047","Cronobacter sakazakii","scientific name",7,84,4663565,4650,4362,"infant's throat","NZ_CP011047","genbank_accession"
469378,"NC_013170","Cryptobacterium curtum DSM 15641","scientific name",3,47,1617804,1406,1299," ","NC_013170","genbank_accession"
68895,"NZ_CP010536","Cupriavidus basilensis","scientific name",7,70,8421483,7493,7294," ","NZ_CP010536","genbank_accession"
1267562,"NZ_CP010516","Cupriavidus gilardii CR3","scientific name",4,59,5578743,4928,4321,"tar pits","NZ_CP010516","genbank_accession"
266264,"NC_007973","Cupriavidus metallidurans CH34","scientific name",4,63,6913352,6326,6169," ","NC_007973","genbank_accession"
1170318,"NC_021064","Cutibacterium avidum 44067","scientific name",3,46,2526138,2297,2183," ","NC_021064","genbank_accession"
755178,"NC_019776","Cyanobacterium aponinum PCC 10605","scientific name",3,43,4176973,3566,3419,"fresh water","NC_019776","genbank_accession"
1228987,"NZ_AP012549","cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko","scientific name",2,39,2794318,1739,1591," ","NZ_AP012549","genbank_accession"
292564,"NC_019675","Cyanobium gracile PCC 6307","scientific name",2,43,3342364,3342,3203,"lake water","NC_019675","genbank_accession"
43989,"NC_010546","Cyanothece sp. ATCC 51142","scientific name",2,41,5460377,5092,4923," ","NC_010546","genbank_accession"
65393,"NC_011729","Cyanothece sp. PCC 7424","scientific name",3,44,6554169,5859,5599," ","NC_011729","genbank_accession"
395961,"NC_011880","Cyanothece sp. PCC 7425","scientific name",2,46,5786110,5398,5187," ","NC_011880","genbank_accession"
497965,"NC_014501","Cyanothece sp. PCC 7822","scientific name",3,47,7841948,7040,6672,"fresh water in rice field","NC_014501","genbank_accession"
41431,"NC_011726","Cyanothece sp. PCC 8801","scientific name",2,43,4787694,4515,4323," ","NC_011726","genbank_accession"
880070,"NC_015914","Cyclobacterium marinum DSM 745","scientific name",3,39,6221273,5033,4942,"coelomic fluid of a sand dollar","NC_015914","genbank_accession"
269798,"NC_008255","Cytophaga hutchinsonii ATCC 33406","scientific name",3,38,4433218,3730,3662," ","NC_008255","genbank_accession"
13035,"NC_019780","Dactylococcopsis salina PCC 8305","scientific name",3,42,3781008,3682,3408,"solar lake","NC_019780","genbank_accession"
159087,"NC_007298","Dechloromonas aromatica RCB","scientific name",4,64,4501104,4270,4156," ","NC_007298","genbank_accession"
640081,"NC_016616","Dechlorosoma suillum PS","scientific name",2,55,3806980,3469,3350,"swine waste primary lagoon sediment","NC_016616","genbank_accession"
639282,"NC_013939","Deferribacter desulfuricans SSM1","scientific name",2,44,2542933,2496,2429," ","NC_013939","genbank_accession"
871738,"NZ_CP007033","Dehalobacter restrictus DSM 9455","scientific name",4,52,2943336,2807,2645," ","NZ_CP007033","genbank_accession"
243164,"NC_002936","Dehalococcoides mccartyi 195","scientific name",1,46,1469720,1577,1492," ","NC_002936","genbank_accession"
1432061,"NZ_CP006951","Dehalococcoides mccartyi CG5","scientific name",1,46,1362151,1449,1392," ","NZ_CP006951","genbank_accession"
552811,"NC_014314","Dehalogenimonas lykanthroporepellens BL-DC-9","scientific name",1,46,1686510,1716,1637," ","NC_014314","genbank_accession"
1768108,"NZ_CP013910","Deinococcus actinosclerus","scientific name",3,49,3264334,3201,3050,"soil","NZ_CP013910","genbank_accession"
546414,"NC_012526","Deinococcus deserti VCD115","scientific name",4,48,3855329,3556,3439," ","NC_012526","genbank_accession"
319795,"NC_008025","Deinococcus geothermalis DSM 11300","scientific name",4,49,3247018,3115,2994," ","NC_008025","genbank_accession"
745776,"NC_017771","Deinococcus gobiensis I-0","scientific name",5,47,4406036,4160,3997," ","NC_017771","genbank_accession"
937777,"NC_019789","Deinococcus peraridilitoris DSM 19664","scientific name",4,48,4513714,4360,4209," ","NC_019789","genbank_accession"
693977,"NC_015161","Deinococcus proteolyticus MRP","scientific name",3,46,2886836,2724,2573,"feces","NC_015161","genbank_accession"
1182568,"NZ_CP011387","Deinococcus puniceus","scientific name",3,47,2971983,2759,2680,"soil","NZ_CP011387","genbank_accession"
243230,"NC_001263","Deinococcus radiodurans R1","scientific name",NA,NA,3284156,NA,NA," ","NC_001263","genbank_accession"
1182571,"NZ_CP010028","Deinococcus swuensis","scientific name",3,47,3531443,3300,3168,"soil","NZ_CP010028","genbank_accession"
398578,"NC_010002","Delftia acidovorans SPH-1","scientific name",5,80,6767514,6122,5975," ","NC_010002","genbank_accession"
522772,"NC_013943","Denitrovibrio acetiphilus DSM 12809","scientific name",2,42,3222077,3049,2982," ","NC_013943","genbank_accession"
1630135,"NZ_CP012117","Dermabacter vaginalis","scientific name",3,48,2392314,2101,2014," ","NZ_CP012117","genbank_accession"
1274,"NZ_CP008889","Dermacoccus nishinomiyaensis","scientific name",3,50,3113642,2824,2695,"hot spring","NZ_CP008889","genbank_accession"
644282,"NC_014365","Desulfarculus baarsii DSM 2075","scientific name",1,46,3655731,3294,3204,"ditch mud","NC_014365","genbank_accession"
756499,"NC_018017","Desulfitobacterium dehalogenans ATCC 51507","scientific name",6,73,4321753,4135,3971," ","NC_018017","genbank_accession"
871963,"NC_019903","Desulfitobacterium dichloroeliminans LMG P-21439","scientific name",6,72,3624449,3430,3273," ","NC_019903","genbank_accession"
272564,"NC_011830","Desulfitobacterium hafniense DCB-2","scientific name",5,73,5279134,4933,4785," ","NC_011830","genbank_accession"
871968,"NZ_CP007032","Desulfitobacterium metallireducens DSM 15288","scientific name",8,72,3176073,3048,2907," ","NZ_CP007032","genbank_accession"
880072,"NC_015388","Desulfobacca acetoxidans DSM 11109","scientific name",1,46,3282536,2958,2850," ","NC_015388","genbank_accession"
177437,"NC_012108","Desulfobacterium autotrophicum HRM2","scientific name",6,50,5657782,4958,4813," ","NC_012108","genbank_accession"
651182,"NC_018645","Desulfobacula toluolica Tol2","scientific name",4,49,5197905,4645,4527," ","NC_018645","genbank_accession"
577650,"NC_014972","Desulfobulbus propionicus DSM 2032","scientific name",2,48,3851869,3358,3255,"freshwater mud","NC_014972","genbank_accession"
1167006,"NC_020304","Desulfocapsa sulfexigens DSM 10523","scientific name",3,46,4023512,3586,3500," ","NC_020304","genbank_accession"
897,"NZ_CP015381","Desulfococcus multivorans","scientific name",3,54,4455399,3908,3805," ","NZ_CP015381","genbank_accession"
96561,"NC_009943","Desulfococcus oleovorans Hxd3","scientific name",1,47,3944167,3374,3296," ","NC_009943","genbank_accession"
485915,"NC_013223","Desulfohalobium retbaense DSM 5692","scientific name",2,50,2909567,2538,2440," ","NC_013223","genbank_accession"
525897,"NC_013173","Desulfomicrobium baculatum DSM 4028","scientific name",2,64,3942657,3490,3393," ","NC_013173","genbank_accession"
706587,"NC_018025","Desulfomonile tiedjei DSM 6799","scientific name",1,50,6527027,5612,5486,"sewage sludge","NC_018025","genbank_accession"
646529,"NC_018066","Desulfosporosinus acidiphilus SJ4","scientific name",9,66,4991181,4557,4382,"acid mining effluent decantation pond","NC_018066","genbank_accession"
768704,"NC_018515","Desulfosporosinus meridiei DSM 13257","scientific name",11,80,4873567,4482,4304," ","NC_018515","genbank_accession"
768706,"NC_016584","Desulfosporosinus orientis DSM 765","scientific name",8,73,5863081,5428,5244," ","NC_016584","genbank_accession"
177439,"NC_006138","Desulfotalea psychrophila LSv54","scientific name",7,65,3659634,3279,3113," ","NC_006138","genbank_accession"
485916,"NC_013216","Desulfotomaculum acetoxidans DSM 771","scientific name",10,67,4545624,4217,4007," ","NC_013216","genbank_accession"
767817,"NC_021184","Desulfotomaculum gibsoniae DSM 7213","scientific name",8,58,4855529,4533,4326,"freshwater mud","NC_021184","genbank_accession"
868595,"NC_015565","Desulfotomaculum nigrificans CO-1-SRB","scientific name",8,65,2892255,2805,2658," ","NC_015565","genbank_accession"
349161,"NC_009253","Desulfotomaculum reducens MI-1","scientific name",8,70,3608104,3543,3392," ","NC_009253","genbank_accession"
696281,"NC_015589","Desulfotomaculum ruminis DSM 2154","scientific name",5,64,3969014,3917,3772,"rumen of hay-fed sheep","NC_015589","genbank_accession"
643562,"NC_014844","Desulfovibrio aespoeensis Aspo-2","synonym",2,54,3629109,3350,3232,"granitic rock aquifer at 600 m depth","NC_014844","genbank_accession"
690850,"NC_016629","Desulfovibrio africanus str. Walvis Bay","scientific name",3,57,4200534,3817,3731," ","NC_016629","genbank_accession"
207559,"NC_007519","Desulfovibrio alaskensis G20","scientific name",4,67,3730232,3461,3326," ","NC_007519","genbank_accession"
641491,"NC_016803","Desulfovibrio desulfuricans ND132","scientific name",2,55,3858580,3481,3398,"not provided; submitted under migs 2.1","NC_016803","genbank_accession"
525146,"NC_011883","Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774","scientific name",3,52,2873437,2495,2376," ","NC_011883","genbank_accession"
44742,"NZ_CP014229","Desulfovibrio fairfieldensis","scientific name",3,54,3699310,3127,3022,"liver abcess material","NZ_CP014229","genbank_accession"
573370,"NC_012795","Desulfovibrio magneticus RS-1","scientific name",3,53,5315620,4441,4329," ","NC_012795","genbank_accession"
901,"NZ_LT630450","Desulfovibrio piger","scientific name",7,76,2807531,2513,2373," ","NZ_LT630450","genbank_accession"
526222,"NC_012881","Desulfovibrio salexigens DSM 2638","scientific name",5,89,4289847,3900,3766," ","NC_012881","genbank_accession"
883,"NC_011769","Desulfovibrio vulgaris str. 'Miyazaki F'","scientific name",4,64,4040304,3229,3088," ","NC_011769","genbank_accession"
882,"NC_002937","Desulfovibrio vulgaris str. Hildenborough","scientific name",NA,NA,3773159,NA,NA," ","NC_002937","genbank_accession"
694431,"NZ_CP007051","Desulfurella acetivorans A63","scientific name",2,48,1819992,1870,1796,"hot spring","NZ_CP007051","genbank_accession"
653733,"NC_014836","Desulfurispirillum indicum S5","scientific name",3,37,2928377,2705,2616,"not provided; submitted under migs 2.1","NC_014836","genbank_accession"
589865,"NC_014216","Desulfurivibrio alkaliphilus AHT 2","scientific name",2,47,3097763,2707,2613," ","NC_014216","genbank_accession"
868864,"NC_015185","Desulfurobacterium thermolithotrophum DSM 11699","scientific name",2,43,1541968,1587,1500,"deep-sea hydrothermal vent chimney","NC_015185","genbank_accession"
768672,"NC_018001","Desulfurococcus fermentans DSM 16532","synonym",1,46,1384116,1490,1425,"freshwater hot spring","NC_018001","genbank_accession"
490899,"NC_011766","Desulfurococcus kamchatkensis 1221n","synonym",1,47,1365223,1441,1378,"","NC_011766","genbank_accession"
765177,"NC_014961","Desulfurococcus mucosus DSM 2162","scientific name",1,45,1314639,1399,1335,"hot solfataric spring","NC_014961","genbank_accession"
1603606,"NZ_CP010802","Desulfuromonas sp. WTL","includes",2,55,3958620,3527,3419,"deep subsurface anoxic brine","NZ_CP010802","genbank_accession"
1643450,"NZ_CP011300","Devosia sp. H5989","scientific name",2,47,4594249,4485,4387,"csf","NZ_CP011300","genbank_accession"
246195,"NC_009446","Dichelobacter nodosus VCS1703A","scientific name",3,45,1389350,1335,1270," ","NC_009446","genbank_accession"
198628,"NC_014500","Dickeya dadantii 3937","scientific name",7,75,4922802,4451,4215," ","NC_014500","genbank_accession"
309799,"NC_011297","Dictyoglomus thermophilum H-6-12","scientific name",2,46,1959987,1927,1855," ","NC_011297","genbank_accession"
515635,"NC_011661","Dictyoglomus turgidum DSM 6724","scientific name",NA,NA,1855560,NA,NA," ","NC_011661","genbank_accession"
398580,"NC_009952","Dinoroseobacter shibae DFL 12 = DSM 16493","scientific name",2,43,4417868,4235,4115," ","NC_009952","genbank_accession"
1300343,"NZ_CP015125","Dokdonia donghaensis DSW-1","scientific name",3,45,3293944,2907,2838,"envo:00002006","NZ_CP015125","genbank_accession"
1168034,"NZ_CP007451","Draconibacterium orientale","scientific name",2,45,5132075,4199,4054,"marine sediment sample","NZ_CP007451","genbank_accession"
471854,"NC_013037","Dyadobacter fermentans DSM 18053","scientific name",4,38,6967790,5799,5697," ","NC_013037","genbank_accession"
1379159,"NZ_CP007444","Dyella jiangningensis","scientific name",2,52,5396991,4773,4669," ","NZ_CP007444","genbank_accession"
445710,"NZ_CP014841","Dyella thiooxydans","scientific name",2,50,4227172,3762,3686," ","NZ_CP014841","genbank_accession"
926556,"NC_019904","Echinicola vietnamensis DSM 17526","scientific name",4,44,5608040,4559,4451,"seawater from mussel farm","NC_019904","genbank_accession"
634503,"NC_012779","Edwardsiella ictaluri 93-146","scientific name",8,94,3812301,3662,3273," ","NC_012779","genbank_accession"
479437,"NC_013204","Eggerthella lenta DSM 2243","scientific name",3,48,3632260,3125,3032," ","NC_013204","genbank_accession"
502558,"NC_015738","Eggerthella sp. YY7918","scientific name",2,48,3123671,2636,2522,"adult human intestine","NC_015738","genbank_accession"
269484,"NC_007354","Ehrlichia canis str. Jake","scientific name",1,36,1315030,972,925," ","NC_007354","genbank_accession"
205920,"NC_007799","Ehrlichia chaffeensis str. Arkansas","scientific name",1,37,1176248,936,883," ","NC_007799","genbank_accession"
1423892,"NC_023063","Ehrlichia muris AS145","scientific name",1,37,1196717,922,863,"spleen of wild mouse","NC_023063","genbank_accession"
254945,"NC_005295","Ehrlichia ruminantium str. Welgevonden","scientific name",1,36,1516355,962,916," ","NC_005295","genbank_accession"
391036,"NZ_CP007474","Ehrlichia sp. HF","scientific name",1,36,1148904,903,855," ","NZ_CP007474","genbank_accession"
1338011,"NZ_CP007547","Elizabethkingia anophelis NUHP1","scientific name",5,51,4369828,4016,3898," ","NZ_CP007547","genbank_accession"
445932,"NC_010644","Elusimicrobium minutum Pei191","scientific name",1,45,1643562,1582,1519," ","NC_010644","genbank_accession"
929562,"NC_018742","Emticicia oligotrophica DSM 17448","scientific name",2,41,5220361,4308,4236,"warm spring water","NC_018742","genbank_accession"
1408281,"NZ_CP009498","Endomicrobium proavitum","scientific name",1,47,1588979,1387,1325," ","NZ_CP009498","genbank_accession"
86106,"NZ_CP004403","endosymbiont of Acanthamoeba sp. UWC8","scientific name",1,36,1615277,1565,1480," ","NZ_CP004403","genbank_accession"
1248727,"NZ_AP012978","endosymbiont of unidentified scaly snail isolate Monju","scientific name",1,41,2597759,2537,2355," ","NZ_AP012978","genbank_accession"
106592,"NZ_CP015880","Ensifer adhaerens","scientific name",5,62,7267502,6839,6633,"silty clay loam soil (ph 6.1)","NZ_CP015880","genbank_accession"
1028307,"NC_015663","Enterobacter aerogenes KCTC 2190","synonym",NA,NA,5280350,NA,NA," ","NC_015663","genbank_accession"
716541,"NC_014107","Enterobacter cloacae subsp. cloacae ATCC 13047","scientific name",NA,NA,5598796,NA,NA," ","NC_014107","genbank_accession"
701347,"NC_014618","Enterobacter lignolyticus SCF1","scientific name",7,82,4814049,4607,4420,"short cloud forest soil","NC_014618","genbank_accession"
399742,"NC_009425","Enterobacter sp. 638","scientific name",7,83,4676461,4570,4348," ","NC_009425","genbank_accession"
565655,"NC_020995","Enterococcus casseliflavus EC20","scientific name",5,60,3427276,3175,3088," ","NC_020995","genbank_accession"
53345,"NZ_CP012384","Enterococcus durans","scientific name",6,68,3071879,2929,2569,"water","NZ_CP012384","genbank_accession"
226185,"NC_004668","Enterococcus faecalis V583","scientific name",NA,NA,3359974,NA,NA," ","NC_004668","genbank_accession"
333849,"NC_017960","Enterococcus faecium DO","scientific name",NA,NA,3052572,NA,NA," ","NC_017960","genbank_accession"
1300150,"NC_022878","Enterococcus mundtii QU 25","scientific name",6,64,3351060,3177,2985," ","NC_022878","genbank_accession"
665029,"NC_013957","Erwinia amylovora CFBP1430","scientific name",7,77,3833832,3599,3387," ","NC_013957","genbank_accession"
634500,"NC_014304","Erwinia billingiae Eb661","scientific name",7,77,5372268,4988,4810," ","NC_014304","genbank_accession"
650150,"NC_015601","Erysipelothrix rhusiopathiae str. Fujisawa","scientific name",7,55,1787941,1750,1660," ","NC_015601","genbank_accession"
1648404,"NZ_CP011310","Erythrobacter atlanticus","scientific name",1,45,3226359,3141,3050,"deep sea sediment","NZ_CP011310","genbank_accession"
502682,"NZ_CP018097","Erythrobacter gangjinensis","scientific name",1,43,2724951,2663,2594,"water, [envo:00002006]","NZ_CP018097","genbank_accession"
39960,"NZ_CP017057","Erythrobacter litoralis","scientific name",1,45,3251353,3102,3006,"cyanobacterial mat","NZ_CP017057","genbank_accession"
314225,"NC_007722","Erythrobacter litoralis HTCC2594","scientific name",1,43,3052398,2956,2885," ","NC_007722","genbank_accession"
585057,"NC_011750","Escherichia coli IAI39","scientific name",NA,NA,5132068,NA,NA," ","NC_011750","genbank_accession"
1133852,"NC_018658","Escherichia coli O104:H4 str. 2011C-3493","scientific name",NA,NA,5437407,NA,NA," ","NC_018658","genbank_accession"
386585,"NC_002127","Escherichia coli O157:H7 str. Sakai","scientific name",NA,NA,5594477,NA,NA," ","NC_002127","genbank_accession"
685038,"NC_017634","Escherichia coli O83:H1 str. NRG 857C","scientific name",NA,NA,4894879,NA,NA," ","NC_017634","genbank_accession"
511145,"NC_000913","Escherichia coli str. K-12 substr. MG1655","scientific name",NA,NA,4641652,NA,NA," ","NC_000913","genbank_accession"
663278,"NC_014828","Ethanoligenens harbinense YUAN-3","scientific name",3,60,3008576,2831,2708," ","NC_014828","genbank_accession"
515620,"NC_012778","Eubacterium eligens ATCC 27750","equivalent name",5,47,2831389,2679,2586," ","NC_012778","genbank_accession"
903814,"NC_014624","Eubacterium limosum KIST612","scientific name",5,59,4316707,4089,3966," ","NC_014624","genbank_accession"
515619,"NC_012781","Eubacterium rectale ATCC 33656","equivalent name",5,59,3449685,3292,3143," ","NC_012781","genbank_accession"
888727,"NZ_CP012068","Eubacterium sulci ATCC 35585","scientific name",2,40,1739380,1640,1578,"curette","NZ_CP012068","genbank_accession"
262543,"NC_010556","Exiguobacterium sibiricum 255-15","scientific name",9,69,3040786,3107,2986," ","NC_010556","genbank_accession"
1562970,"NZ_LN515532","Fermentimonas caenicola","scientific name",2,44,2808926,2411,2322,"soil","NZ_LN515532","genbank_accession"
550540,"NC_014541","Ferrimonas balearica DSM 9799","scientific name",7,121,4279159,3875,3714,"surface sediment","NC_014541","genbank_accession"
589924,"NC_013849","Ferroglobus placidus DSM 10642","scientific name",1,50,2196266,2568,2486,"","NC_013849","genbank_accession"
333146,"NC_021592","Ferroplasma acidarmanus fer1","scientific name",1,45,1935211,1935,1871,"","NC_021592","genbank_accession"
2423,"NZ_CP014334","Fervidobacterium islandicum","scientific name",2,47,2237377,2091,1929,"hot spring water sample","NZ_CP014334","genbank_accession"
381764,"NC_009718","Fervidobacterium nodosum Rt17-B1","scientific name",2,50,1948941,1854,1770," ","NC_009718","genbank_accession"
771875,"NC_017095","Fervidobacterium pennivorans DSM 9078","scientific name",1,48,2166381,2031,1943,"mud of hot spring spa","NC_017095","genbank_accession"
59374,"NC_017448","Fibrobacter succinogenes subsp. succinogenes S85","scientific name",3,58,3843004,3159,3078," ","NC_017448","genbank_accession"
546269,"NC_016630","Filifactor alocis ATCC 35896","scientific name",4,47,1931012,1729,1644,"biological product [envo:02000043]","NC_016630","genbank_accession"
661478,"NZ_CP007139","Fimbriimonas ginsengisoli Gsoil 348","scientific name",2,49,5231762,4718,4588," ","NZ_CP007139","genbank_accession"
334413,"NC_010376","Finegoldia magna ATCC 29328","scientific name",4,47,1986740,1891,1819," ","NC_010376","genbank_accession"
531844,"NC_013062","Flavobacteriaceae bacterium 3519-10","scientific name",2,42,2768102,2543,2464,"glacial ice, 3519 m depth","NC_013062","genbank_accession"
1034807,"NC_016001","Flavobacterium branchiophilum FL-15","scientific name",3,43,3563292,3120,3035," ","NC_016001","genbank_accession"
1041826,"NC_016510","Flavobacterium columnare ATCC 49512","scientific name",5,74,3162432,2772,2632," ","NC_016510","genbank_accession"
1492737,"NZ_CP017479","Flavobacterium gilvum","scientific name",5,55,4402594,3564,3463,"stream water","NZ_CP017479","genbank_accession"
1094466,"NC_017025","Flavobacterium indicum GPTSA100-9 = DSM 17447","scientific name",4,61,2993089,2769,2671," ","NC_017025","genbank_accession"
986,"NZ_CP016907","Flavobacterium johnsoniae","scientific name",5,66,5109718,4305,4180,"root","NZ_CP016907","genbank_accession"
376686,"NC_009441","Flavobacterium johnsoniae UW101","scientific name",6,60,6096872,5219,5099," ","NC_009441","genbank_accession"
402612,"NC_009613","Flavobacterium psychrophilum JIP02/86","scientific name",NA,NA,2860382,NA,NA," ","NC_009613","genbank_accession"
292800,"NZ_CP015406","Flavonifractor plautii","scientific name",2,55,3818500,3639,3511," ","NZ_CP015406","genbank_accession"
717231,"NC_015672","Flexistipes sinusarabici DSM 4947","scientific name",2,44,2526590,2397,2311," ","NC_015672","genbank_accession"
755732,"NC_015321","Fluviicola taffensis DSM 16823","scientific name",2,40,4633577,4093,4020,"water","NC_015321","genbank_accession"
484022,"NC_010331","Francisella philomiragia subsp. philomiragia ATCC 25017","scientific name",3,39,2049711,1983,1889," ","NC_010331","genbank_accession"
1547445,"NZ_CP009574","Francisella sp. FSC1006","scientific name",3,38,2015987,1961,1891,"lab culture euplotes raikovi","NZ_CP009574","genbank_accession"
573569,"NC_015696","Francisella sp. TX077308","scientific name",3,39,2035931,1971,1884," ","NC_015696","genbank_accession"
177416,"NC_006570","Francisella tularensis subsp. tularensis SCHU S4","scientific name",NA,NA,1892775,NA,NA," ","NC_006570","genbank_accession"
326424,"NC_008278","Frankia alni ACN14a","scientific name",2,44,7497934,5991,5773," ","NC_008278","genbank_accession"
106370,"NC_007777","Frankia casuarinae","scientific name",2,45,5433628,4596,4327," ","NC_007777","genbank_accession"
298654,"NC_014666","Frankia inefficax","scientific name",3,46,8815781,7208,6953,"not provided; submitted under migs 2.1","NC_014666","genbank_accession"
656024,"NC_015656","Frankia symbiont of Datisca glomerata","scientific name",2,45,5340989,4473,4108," ","NC_015656","genbank_accession"
767434,"NC_017033","Frateuria aurantia DSM 6220","scientific name",4,74,3603458,3250,3112,"lilium auratum flower, japan","NC_017033","genbank_accession"
1267021,"NZ_CP009056","Frischella perrara","scientific name",4,53,2692351,2321,2226,"gut","NZ_CP009056","genbank_accession"
