"tax_id","org_name","strain","reference","biosample_id","genome_size","gc_content","total_genes","coding_genes","tRNA_genes","host","RefSeq_category","genome_status","ftp_path","ref_type"
1229756,"Leuconostoc gelidum JB7","JB7","PRJNA174297","SAMN02603178",1893500,36.7,1874,1769,66,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/298/875/GCA_000298875.1_ASM29887v1","bioproject_id"
34105,"Streptobacillus moniliformis","FDAARGOS_310","PRJNA231221","SAMN06173323",1685930,26.2657,1544,1427,39,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/983/685/GCA_002983685.1_ASM298368v1","bioproject_id"
648,"Aeromonas caviae","R25-6","PRJNA428427","SAMN08290453",4702910,61.4,4424,4081,123,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/294/855/GCA_003294855.1_ASM329485v1","bioproject_id"
913848,"Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001","DSM 20001","PRJNA349078","SAMN05920237",2951510,43.1,2848,2672,64,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/706/425/GCA_002706425.1_ASM270642v1","bioproject_id"
56460,"Xanthomonas vesicatoria","LM159","PRJNA344031","SAMN05823142",5393910,63.9952,4745,4430,56,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/815/GCA_001908815.1_ASM190881v1","bioproject_id"
442694,"Xanthomonas perforans","LH3","PRJNA344031","SAMN05823509",5346420,64.6165,4818,4488,54,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/908/855/GCA_001908855.1_ASM190885v1","bioproject_id"
137591,"Weissella cibaria","CMS2","PRJNA305557","SAMN04328345",2342910,45.3,2188,2035,88,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/932/695/GCA_001932695.1_ASM193269v1","bioproject_id"
908937,"Prevotella dentalis DSM 3688","DSM 3688","PRJNA56077","SAMN02232045",3350210,55.86,2705,2556,62,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/242/335/GCA_000242335.3_ASM24233v3","bioproject_id"
1234603,"Candidatus Moranella endobia PCVAL","PCVAL","PRJNA175680","SAMN02603332",538203,43.5,484,414,41,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/364/725/GCA_000364725.1_ASM36472v1","bioproject_id"
1053648,"Candidatus Tremblaya princeps PCVAL","PCVAL","PRJNA68831","SAMN02604250",138931,58.8,194,180,9,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/965/GCA_000220965.1_ASM22096v1","bioproject_id"
889201,"Streptococcus cristatus ATCC 51100","NCTC12479","PRJEB6403","SAMEA3649037",2000350,42.6,2049,1880,58,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/445/GCA_900475445.1_42727_F01","bioproject_id"
762570,"Rhodothermus marinus SG0.5JP17-172","SG0.5JP17-172","PRJNA56095","SAMN02261379",3334120,64.2484,2960,2861,46,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/224/745/GCA_000224745.1_ASM22474v1","bioproject_id"
504,"Kingella kingae","NCTC10529","PRJEB6403","SAMEA4076727",2006550,46.6,2160,1948,54,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/905/GCA_900475905.1_49595_E01","bioproject_id"
768066,"Halomonas elongata DSM 2581","type strain: DSM 2581","PRJEA49333","SAMEA2272784",4061820,63.6,3813,3707,67,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/875/GCA_000196875.2_ASM19687v2","bioproject_id"
1333851,"Enterobacter hormaechei subsp. hoffmannii ECNIH3","ECNIH3","PRJNA202894","SAMN02713683",5061390,54.5891,4999,4691,83,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/225/GCA_000750225.1_ASM75022v1","bioproject_id"
1348,"Streptococcus parauberis","SPOF3K","PRJNA422507","SAMN08180797",2152280,35.688,2214,2032,69,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/900/385/GCA_002900385.1_ASM290038v1","bioproject_id"
743721,"Pseudoxanthomonas suwonensis 11-1","11-Jan","PRJNA48619","SAMN00713577",3419050,70.2,3133,3043,52,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/965/GCA_000185965.1_ASM18596v1","bioproject_id"
903814,"Eubacterium limosum KIST612","KIST612","PRJNA52281","SAMN02603161",4316710,47.5,4109,4005,59,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/152/245/GCA_000152245.2_ASM15224v2","bioproject_id"
13690,"Sphingobium yanoikuyae","SHJ","PRJNA239177","SAMN02666059",5669380,64.2727,5435,5195,61,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/078/495/GCA_001078495.2_ASM107849v2","bioproject_id"
1286,"Staphylococcus simulans","FDAARGOS_383","PRJNA231221","SAMN07312427",2871970,35.7696,2777,2598,60,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/185/GCA_002386185.1_ASM238618v1","bioproject_id"
1267000,"Mycoplasma hominis ATCC 27545","LBD-4","PRJNA264054","SAMN03112835",715165,26.9,617,570,33,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/767/725/GCA_000767725.1_ASM76772v1","bioproject_id"
882944,"Vibrio anguillarum M3","M3","PRJNA211964","SAMN02604340",4117890,44.4479,3811,3520,87,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/462/975/GCA_000462975.1_ASM46297v1","bioproject_id"
45658,"Vibrio scophthalmi","VS-05","PRJNA325197","SAMN05225356",4802850,44.7633,4395,4105,108,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/687/805/GCA_001687805.1_ASM168780v1","bioproject_id"
866775,"Aerococcus urinae ACS-120-V-Col10a","ACS-120-V-Col10a","PRJNA51073","SAMN00100756",2080970,41.9,1938,1765,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/205/GCA_000193205.1_ASM19320v1","bioproject_id"
979,"Cellulophaga lytica","HI1","PRJNA256111","SAMN02937577",3824200,32.1,3356,3277,40,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/750/195/GCA_000750195.1_ASM75019v1","bioproject_id"
1842536,"Agrobacterium sp. RAC06","RAC06","PRJNA319838","SAMN04909720",4964650,61.0784,4735,4586,52,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/713/475/GCA_001713475.1_ASM171347v1","bioproject_id"
729,"Haemophilus parainfluenzae","M27794","PRJNA428178","SAMN09760371",2148960,39.3,2067,1955,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/390/455/GCA_003390455.1_ASM339045v1","bioproject_id"
28188,"Capnocytophaga canimorsus","H5594","PRJNA369395","SAMN06289145",2493830,36.2,2277,2160,44,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/445/GCA_002302445.1_ASM230244v1","bioproject_id"
858619,"Corynebacterium variabile DSM 44702","DSM 44702","PRJNA50001","SAMN02603088",3433010,67.1,3167,2951,59,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/395/GCA_000179395.2_ASM17939v2","bioproject_id"
47880,"Pseudomonas fulva","FDAARGOS_167","PRJNA231221","SAMN03996312",4865090,61.6,4426,4229,73,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/475/GCA_002951475.1_ASM295147v1","bioproject_id"
759914,"Brachyspira pilosicoli 95/1000","95/1000","PRJNA48097","SAMN02603103",2586440,27.9,2324,2260,33,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/725/GCA_000143725.1_ASM14372v1","bioproject_id"
1114965,"Streptococcus parasanguinis FW213","FW213","PRJNA76769","SAMN02603112",2171610,41.6,2117,1964,61,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/262/145/GCA_000262145.1_ASM26214v1","bioproject_id"
84112,"Eggerthella lenta","C592","PRJNA384908","SAMN06853954",3593200,64.3,3079,2976,48,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/148/255/GCA_002148255.1_ASM214825v1","bioproject_id"
143387,"Fusobacterium necrophorum subsp. funduliforme","1_1_36S","PRJNA433545","SAMN08501105",2286020,34.7,2196,2081,50,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/715/GCA_003019715.1_ASM301971v1","bioproject_id"
546,"Citrobacter freundii","FDAARGOS_73","PRJNA231221","SAMN02934525",5451220,51.6271,5499,5175,84,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/783/755/GCA_000783755.2_ASM78375v2","bioproject_id"
880591,"Ketogulonicigenium vulgare Y25","Y25","PRJNA51787","SAMN02603012",3288400,61.7422,3286,2905,59,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/885/GCA_000164885.1_ASM16488v1","bioproject_id"
937774,"Taylorella equigenitalis MCE9","MCE9","PRJNA61285","SAMN02602972",1695860,37.4,1577,1512,38,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/745/GCA_000185745.1_ASM18574v1","bioproject_id"
1292033,"Mycoplasma putrefaciens Mput9231","Mput9231","PRJNA188690","SAMN02603228",859996,27,747,677,30,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/376/625/GCA_000376625.1_ASM37662v1","bioproject_id"
225937,"Marinobacter adhaerens HP15","HP15","PRJNA46089","SAMN00713638",4651720,56.8223,4355,4208,51,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/295/GCA_000166295.1_ASM16629v1","bioproject_id"
53358,"Intrasporangium calvum","C5","PRJNA475609","SAMN09396673",4025040,70.8,3721,3500,48,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/342/755/GCA_003342755.1_ASM334275v1","bioproject_id"
637909,"Streptococcus gallolyticus UCN34","UCN34","PRJEA34729","SAMEA2272396",2350910,37.6,2342,2209,71,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/027/185/GCA_000027185.1_ASM2718v1","bioproject_id"
470934,"Pantoea vagans","ND02","PRJNA261094","SAMN03068907",4313260,53.9,4072,3894,80,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/506/165/GCA_001506165.1_ASM150616v1","bioproject_id"
713604,"Amycolatopsis mediterranei S699","S699","PRJNA43503","SAMN02604164",10236800,71.3,9532,9314,52,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/220/945/GCA_000220945.1_ASM22094v1","bioproject_id"
28118,"Odoribacter splanchnicus","NCTC10825","PRJEB6403","SAMEA44545918",4392180,43.4,3752,3560,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/175/GCA_900187175.1_51342_A02","bioproject_id"
708248,"Mycoplasma suis KI3806","KI3806","PRJNA43245","SAMEA3138343",709270,31.1,817,771,32,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/215/GCA_000203215.1_ASM20321v1","bioproject_id"
29430,"Acinetobacter haemolyticus","XH900","PRJNA355184","SAMN06066183",3322050,39.5852,3242,2941,73,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/065/GCA_002813065.1_ASM281306v1","bioproject_id"
336810,"Candidatus Sulcia muelleri","PUNC","PRJNA300486","SAMN04223556",190657,24,224,181,30,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/915/GCA_001447915.1_ASM144791v1","bioproject_id"
1095774,"Pantoea ananatis PA13","PA13","PRJNA74285","SAMN02603299",4867130,53.6192,4643,4442,83,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/233/595/GCA_000233595.1_ASM23359v1","bioproject_id"
862970,"Streptococcus anginosus C1051","C1051","PRJNA50423","SAMN02603662",1911710,39,1908,1755,58,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/465/GCA_000463465.1_ASM46346v1","bioproject_id"
1034809,"Staphylococcus lugdunensis N920143","N920143","PRJEA67127","SAMEA2272235",2595890,33.8,2498,2383,56,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/270/465/GCA_000270465.1_ASM27046v1","bioproject_id"
862969,"Streptococcus constellatus subsp. pharyngis C1050","C1050","PRJNA50421","SAMN02603661",1991160,38.1,2029,1833,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/425/GCA_000463425.1_ASM46342v1","bioproject_id"
695562,"Lactobacillus amylovorus GRL1118","GRL1118","PRJNA42079","SAMN02603307",1977090,37.9883,2002,1820,62,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/115/GCA_000194115.1_ASM19411v1","bioproject_id"
693978,"Riemerella anatipestifer ATCC 11845 = DSM 15868","DSM 15868","PRJNA41989","SAMN00138930",2155120,35,2050,1982,40,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/183/155/GCA_000183155.1_ASM18315v1","bioproject_id"
641147,"Simonsiella muelleri ATCC 29453","ATCC 29453","PRJNA361301","SAMN06230011",2469860,41.5,2449,2286,58,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/951/835/GCA_002951835.1_ASM295183v1","bioproject_id"
595536,"Methylosinus trichosporium OB3b","OB3b","PRJNA413061","SAMN07735646",5183430,65.7592,4828,4546,53,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/655/GCA_002752655.1_ASM275265v1","bioproject_id"
765698,"Mesorhizobium ciceri biovar biserrulae WSM1271","WSM1271","PRJNA48991","SAMN00713576",6690030,62.5728,6532,6264,52,NA,"reference","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/905/GCA_000185905.1_ASM18590v1","bioproject_id"
596153,"Alicycliphilus denitrificans BC","BC","PRJNA41663","SAMN00015356",4835710,67.9887,4662,4496,52,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/015/GCA_000179015.2_ASM17901v2","bioproject_id"
981368,"Xanthomonas axonopodis pv. citrumelo F1","F1","PRJNA62495","SAMN02604170",4967470,64.9,4376,4066,54,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/225/915/GCA_000225915.1_ASM22591v1","bioproject_id"
129138,"Pseudomonas amygdali pv. morsprunorum","R15244","PRJNA345357","SAMN05861158",6445960,58.0911,6278,5643,67,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/905/685/GCA_002905685.2_ASM290568v2","bioproject_id"
48296,"Acinetobacter pittii","AP_882","PRJNA312161","SAMN04495667",4216800,38.7712,4040,3785,73,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/285/GCA_001577285.1_ASM157728v1","bioproject_id"
1149952,"Brucella sp. 09RB8471","09RB8471","PRJNA347475","SAMN05890481",3434750,57.0638,3447,3071,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/971/625/GCA_001971625.1_ASM197162v1","bioproject_id"
580165,"Bacillus cytotoxicus","CH_38","PRJNA394959","SAMN07367963",4352620,35.8219,4569,4051,106,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/250/885/GCA_002250885.2_ASM225088v2","bioproject_id"
381666,"Cupriavidus necator H16","H16","PRJNA13603","SAMEA3283071",7416680,66.3618,6831,6527,61,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/285/GCA_000009285.2_ASM928v2","bioproject_id"
29466,"Veillonella parvula","UTDB1-3","PRJNA373880","SAMN06317777",2178520,38.8,2013,1923,48,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/185/GCA_002005185.1_ASM200518v1","bioproject_id"
1421338,"Enterobacter asburiae L1","L1","PRJNA243408","SAMN02716203",4561910,56.1,4426,4236,84,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/632/395/GCA_000632395.1_ASM63239v1","bioproject_id"
634956,"Parageobacillus thermoglucosidasius C56-YS93","C56-YS93","PRJNA40781","SAMN02232024",3993790,43.9823,4091,3741,90,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/178/395/GCA_000178395.2_ASM17839v2","bioproject_id"
679936,"Sulfobacillus acidophilus DSM 10332","DSM 10332","PRJNA40777","SAMN02232055",3557830,56.7881,3695,3471,53,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/237/975/GCA_000237975.1_ASM23797v1","bioproject_id"
765874,"Corynebacterium pseudotuberculosis FRC41","FRC41","PRJNA48979","SAMN02603078",2337910,52.2,2144,2021,49,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/143/705/GCA_000143705.1_ASM14370v1","bioproject_id"
190893,"Vibrio coralliilyticus","RE98","PRJNA256165","SAMN02940923",6037820,45.502,5764,5556,116,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/772/065/GCA_000772065.1_ASM77206v1","bioproject_id"
1254,"Pediococcus acidilactici","BCC1","PRJNA357663","SAMN06052263",2170620,42.1286,2159,2002,56,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/922/325/GCA_001922325.1_ASM192232v1","bioproject_id"
28448,"Komagataeibacter xylinus","CGMCC 2955","PRJNA416950","SAMN07972603",3563310,63.3,3266,3033,57,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/762/195/GCA_002762195.1_ASM276219v1","bioproject_id"
665571,"Spirochaeta thermophila DSM 6192","DSM 6192","PRJNA39877","SAMN02603259",2472640,61.9,2274,2193,46,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/075/GCA_000147075.1_ASM14707v1","bioproject_id"
674,"Vibrio mimicus","SCCF01","PRJNA327733","SAMN05356867",4484020,46.4016,4255,3948,105,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/355/GCA_001767355.1_ASM176735v1","bioproject_id"
676,"Vibrio fluvialis","12605","PRJNA360363","SAMN06209376",4851660,50.1039,4542,4322,113,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/955/GCA_001952955.1_ASM195295v1","bioproject_id"
663278,"Ethanoligenens harbinense YUAN-3","YUAN-3","PRJNA421875","SAMN00008641",3009510,55.6,2887,2767,60,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/020/045/GCA_003020045.1_ASM302004v1","bioproject_id"
1697,"Corynebacterium ammoniagenes","KCCM 40472","PRJNA371386","SAMN06298555",2808270,55.5,2564,2451,51,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/245/GCA_002005245.1_ASM200524v1","bioproject_id"
283699,"Pseudoalteromonas sp. Bsw20308","BSW20308","PRJNA177043","SAMN02470817",4830230,39.025,4233,3990,99,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/310/105/GCA_000310105.2_ASM31010v2","bioproject_id"
40215,"Acinetobacter junii","WCHAJ59","PRJNA387062","SAMN07138956",3384770,38.9204,3265,2995,74,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/165/245/GCA_002165245.2_ASM216524v2","bioproject_id"
40214,"Acinetobacter johnsonii","LXL_C1","PRJNA480925","SAMN09652504",3398710,41.3,3306,3023,87,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/335/165/GCA_003335165.1_ASM333516v1","bioproject_id"
471,"Acinetobacter calcoaceticus","NCTC7364","PRJEB6403","SAMEA3310339",4128980,38.8495,3977,3791,73,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/093/475/GCA_900093475.1_36734_D01_2","bioproject_id"
80869,"Acidovorax citrulli","KACC17005","PRJNA412560","SAMN07718226",5349920,68.5,4884,4520,53,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/441/975/GCA_002441975.1_ASM244197v1","bioproject_id"
693985,"Pseudomonas savastanoi pv. savastanoi NCPPB 3335","NCPPB 3335","PRJNA41887","SAMN02471367",6016830,58.1,5764,5139,60,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/015/GCA_000164015.3_ASM16401v3","bioproject_id"
323,"Pseudomonas syringae pv. tomato","B13-200","PRJNA280980","SAMN03481242",6523370,58.5393,6364,5984,67,"plants",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/966/555/GCA_002966555.1_ASM296655v1","bioproject_id"
158847,"Megamonas hypermegale","NCTC10570","PRJEB6403","SAMEA4364220",2230340,33.8,2146,2038,55,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/035/GCA_900187035.1_50279_G02","bioproject_id"
762376,"Achromobacter xylosoxidans A8","A8","PRJNA48393","SAMN02603404",7359150,65.791,6858,6747,60,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/835/GCA_000165835.1_ASM16583v1","bioproject_id"
1303,"Streptococcus oralis","S.MIT/ORALIS-351","PRJNA358614","SAMN06179980",1966910,41,1963,1830,59,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/955/GCA_001983955.1_ASM198395v1","bioproject_id"
106654,"Acinetobacter nosocomialis","SSA3","PRJNA380857","SAMN06650244",4142360,38.6923,4026,3807,73,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/665/GCA_002082665.1_ASM208266v1","bioproject_id"
47850,"Micromonospora aurantiaca","110B(2018)","PRJNA482026","SAMN09694340",7255260,72.8,6576,6347,51,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/365/GCA_003351365.1_ASM335136v1","bioproject_id"
28264,"Arcanobacterium haemolyticum","NCTC8452","PRJEB6403","SAMEA4030753",1988850,53.1,1865,1754,50,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/915/GCA_900475915.1_48128_H02","bioproject_id"
720555,"Bacillus atrophaeus 1942","1942","PRJNA46075","SAMN01816415",4168270,43.2,4233,4026,75,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/165/925/GCA_000165925.1_ASM16592v1","bioproject_id"
244366,"Klebsiella variicola","DX120E","PRJNA259590","SAMN03018135",5718430,57.072,5675,5425,87,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/812/205/GCA_000812205.2_ASM81220v2","bioproject_id"
1313290,"Erysipelothrix rhusiopathiae SY1027","SY1027","PRJNA195586","SAMN05771124",1752910,36.4,1716,1378,53,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/205/GCA_000404205.1_ASM40420v1","bioproject_id"
469618,"Fusobacterium varium ATCC 27725","ATCC 27725","PRJNA433545","SAMN08501142",3346460,29.323,3110,2984,58,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/655/GCA_003019655.1_ASM301965v1","bioproject_id"
43767,"Rhodococcus hoagii","DSSKP-R-001","PRJNA438171","SAMN08707448",5438830,68.6647,5118,4987,62,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/675/GCA_003013675.1_ASM301367v1","bioproject_id"
469616,"Fusobacterium mortiferum ATCC 9817","ATCC 9817","PRJNA433545","SAMN08501148",2716770,29.3,2680,2537,67,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/315/GCA_003019315.1_ASM301931v1","bioproject_id"
861,"Fusobacterium ulcerans","ATCC 49185","PRJNA433545","SAMN08501141",3537680,30.5,3277,3155,57,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/019/675/GCA_003019675.1_ASM301967v1","bioproject_id"
847,"Oxalobacter formigenes","HC-1","PRJNA353993","SAMN06036219",2468870,49.6,2325,2232,47,NA,"representative","Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/127/965/GCA_002127965.1_ASM212796v1","bioproject_id"
43770,"Corynebacterium striatum","215","PRJNA278886","SAMN05374476",2993980,59.2,2812,2577,54,NA,NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/803/965/GCA_002803965.1_ASM280396v1","bioproject_id"
539,"Eikenella corrodens","NCTC10596","PRJEB6403","SAMEA4412678",2192580,55.7,2200,2063,51,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/105/GCA_900187105.1_50618_F01","bioproject_id"
1292,"Staphylococcus warneri","22.1","PRJNA489795","SAMN09989479",2541630,32.8633,2499,2379,61,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/571/725/GCA_003571725.1_ASM357172v1","bioproject_id"
40216,"Acinetobacter radioresistens","DSSKY-A-001","PRJNA436456","SAMN08625641",3132860,41.6,2932,2778,76,"human",NA,"Complete Genome","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/993/105/GCA_002993105.1_ASM299310v1","bioproject_id"
