"S.NO","ID","PHYLA","CLASS","ORDER","FAMILY","GENUS","SPECIES","STRAIN","ENVIRONMENT","PLANTSPHERE","HOST PHENOTYPE","PGPT BLAST-HMM COUNT","KEGG/IMG PGPT COUNT","IMG ISOLATION SITE","IMG SAMPLE ID","GENOME SIZE","GENE COUNT","IMG PROTEIN_COUNT","IS PUBLIC","IMG SEUQNECING STATUS","NCBI TAX ID","NCBI BIOPROJECT ID","NCBI BIOSAMPLE ID","NCBI REFSEQ ID","NCBI GBK ID","NCBI ASSEMBLY ID","NCBI WGS","NCBI LINK"
"864","PAB_0000000866","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces scabiei","Streptomyces scabiei SAI-025 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2078","Sorghum|Sorghum roots","2863404153","9672205","8597","8444","Yes","Permanent Draft","1930","PRJNA546627","SAMN12025043","GCF_014203845.1","GCA_014203845.1","ASM1420384v1","JACHJX000000000.1","link"
"865","PAB_0000000867","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces scabiei","Streptomyces scabiei NRRL B-2796","Plants","not_announced","not_announced","not_announced","2106","red Pontiac potato|red Pontiac potato","2897005277","10073597","10093","9962","Yes","Permanent Draft","1930","PRJNA293375","SAMN06346008","GCF_002155735.1","GCA_002155735.1","ASM215573v1","MVNU00000000.1","link"
"866","PAB_0000000868","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces scabiei","Streptomyces scabiei ST129 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","2135","Solanum tuberosum|common scab lesions on potato tubers|Solanum tuberosum|common scab lesions on potato tubers","2897040569","9815031","9765","9631","Yes","Permanent Draft","1930","PRJNA412879","SAMN07731257","GCF_003584815.1","GCA_003584815.1","ASM358481v1","PCGT00000000.1","link"
"867","PAB_0000000869","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces scabiei","Streptomyces scabiei NRRL B-24093","Plants","not_announced","not_announced","not_announced","2064","potato|potato","2897881566","9879526","9719","9587","Yes","Permanent Draft","1930","PRJNA293375","SAMN06346051","GCF_002155765.1","GCA_002155765.1","ASM215576v1","MVNW00000000.1","link"
"868","PAB_0000000870","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces shenzhenensis","Streptomyces shenzhenensis 193","Plants","not_announced","not_announced","not_announced","2365","Paullinia cupana|endophytic of Paullinia cupana|Paullinia cupana (Mart) Ducke|endophytic of Paullinia cupana (Mart) Ducke","2862215599","10126223","9359","9215","Yes","Permanent Draft","943815","PRJNA416806","SAMN07735269","GCF_003688995.1","GCA_003688995.1","ASM368899v1","PENI00000000.1","link"
"869","PAB_0000000871","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces silaceus","Streptomyces silaceus ACCC40021 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1839","alfalfa rhizosphere|alfalfa|alfalfa rhizosphere","2873151551","8625867","7645","7500","Yes","Finished","545123","PRJNA320684","SAMN04955000","GCF_001975025.1","GCA_001975025.1","ASM197502v1","not_available","link"
"870","PAB_0000000872","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 11-1-2","Streptomyces sp. 11-1-2","Plants","not_announced","not_announced","not_announced","2442","Solanum tuberosum|Scab lesion on potato tuber","2860674806","11655206","10177","9920","Yes","Finished","1851167","PRJNA393858","SAMN07342914","GCF_003595545.1","GCA_003595545.1","ASM359554v1","not_available","link"
"871","PAB_0000000873","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 136MFCol5.1","Streptomyces sp. 136MFCol5.1","Plants","not_announced","not_announced","not_announced","1849","unknown|unknown","2636416059","7836607","6991","6905","Yes","Permanent Draft","1172182","PRJNA195703","SAMN02745898","GCF_900101975.1","GCA_900101975.1","IMG-taxon 2636416059 annotated assembly","FMVI00000000.1","link"
"872","PAB_0000000874","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SLBN-109","Streptomyces sp. SLBN-109 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2065","Oryza sativa|Rice root","2808606448","8656184","7784","7691","Yes","Permanent Draft","1913101","PRJNA536295","SAMN11510844","GCF_006715605.1","GCA_006715605.1","ASM671560v1","VFNM00000000.1","link"
"873","PAB_0000000875","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SLBN-192","Streptomyces sp. SLBN-192 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2172","Oryza sativa|Rice root","2811994879","9313447","8496","8396","Yes","Permanent Draft","1119093","PRJNA536310","SAMN11510853","GCF_006715825.1","GCA_006715825.1","ASM671582v1","VFNZ00000000.1","link"
"874","PAB_0000000876","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. 96-12","Streptomyces sp. 96-12 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","2048","not_announced","2698536692","9900875","10034","9922","Yes","Permanent Draft","1789652","PRJNA309851","SAMN04441028","GCF_001550315.1","GCA_001550315.1","ASM155031v1","LRTS00000000.1","link"
"875","PAB_0000000877","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. AcE210","Streptomyces sp. AcE210 [RHIZ|PSYMB]","Plants","Rhizosphere","Plant Symbiont","not_announced","2402","Alnus glutinosa|root nodules|Alnus glutinosa|root nodules","2862574272","10567477","9838","9693","Yes","Permanent Draft","2292703","PRJNA484515","SAMN09765673","GCF_003403055.1","GCA_003403055.1","ASM340305v1","QURC00000000.1","link"
"876","PAB_0000000878","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Act143","Streptomyces sp. Act143 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2147","kaipad rice|Paddy rhizosphere|kaipad rice|Paddy rhizosphere","2862281513","9621493","8858","8738","Yes","Permanent Draft","2200760","PRJNA471119","SAMN09202778","GCF_003143935.1","GCA_003143935.1","ASM314393v1","QFRX00000000.1","link"
"877","PAB_0000000879","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. AK010","Streptomyces sp. AK010 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1887","Ammophila breviligulata|Isolated from rhizosphere soil|Soil|Ammophila breviligulata|Isolated from rhizosphere soil","2852635781","8251373","7752","7627","Yes","Permanent Draft","2723074","PRJNA616904","SAMN14515121","GCF_014207295.1","GCA_014207295.1","ASM1420729v1","JACHCX000000000.1","link"
"878","PAB_0000000880","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SLBN-118","Streptomyces sp. SLBN-118 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1670","Oryza sativa|Rice root","2808606982","7791042","7202","7102","Yes","Permanent Draft","435993","PRJNA536298","SAMN11510414","GCF_006715635.1","GCA_006715635.1","ASM671563v1","VFNP00000000.1","link"
"879","PAB_0000000881","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. AZ1-7","Streptomyces sp. AZ1-7 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1820","Azadirachta indica|roots","2867346516","7608576","6675","6508","Yes","Permanent Draft","2419806","PRJNA493692","SAMN10141318","GCF_003626585.1","GCA_003626585.1","ASM362658v1","RBDX00000000.1","link"
"880","PAB_0000000882","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. DS1-2","Streptomyces sp. DS1-2 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1820","Dendrobium scabrilingue|aerial roots","2867353192","7569598","6628","6460","Yes","Permanent Draft","1750517","PRJNA493692","SAMN10141317","GCF_003626575.1","GCA_003626575.1","ASM362657v1","RBDY00000000.1","link"
"881","PAB_0000000883","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SAI-083","Streptomyces sp. SAI-083 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1996","Sorghum bicolor|Sorghum roots","2784132148","8627943","7753","7649","Yes","Permanent Draft","2485145","PRJNA500369","SAMN10362942","GCF_003751175.1","GCA_003751175.1","ASM375117v1","RJKF00000000.1","link"
"882","PAB_0000000884","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. endophyte_N2","Streptomyces sp. endophyte_N2","Plants","not_announced","not_announced","not_announced","1809","Arabidopsis thaliana","2875412780","8428700","7468","7317","Yes","Finished","2153485","PRJNA448806","SAMN08866610","GCF_004104485.1","GCA_004104485.1","ASM410448v1","not_available","link"
"883","PAB_0000000885","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. GKU 895","Streptomyces sp. GKU 895","Plants","not_announced","not_announced","not_announced","1717","Saccharum officinarum|Saccharum officinarum (sugarcane)","2862473017","8296413","8567","8446","Yes","Permanent Draft","1662404","PRJNA374788","SAMN06335520","GCA_002027195.1","GCA_002027195.1","ASM202719v1","MWJO00000000.1","link"
"884","PAB_0000000886","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces phaeolivaceus","Streptomyces phaeolivaceus GY16 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2048","Broussonetia papyrifera|plant leaves","2896938458","10175440","9304","9135","Yes","Finished","2653200","PRJNA576310","SAMN12989728","GCF_009184865.1","GCA_009184865.1","ASM918486v1","not_available","link"
"885","PAB_0000000887","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. I6","Streptomyces sp. I6 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1308","mangrove sediment|mangrove|mangrove sediment","2862265295","7054598","6890","6760","Yes","Permanent Draft","2483113","PRJNA498008","SAMN10276034","GCA_003725745.1","GCA_003725745.1","ASM372574v1","RHDP00000000.1","link"
"886","PAB_0000000888","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","Achromobacter sp. SLBN-14","Achromobacter sp. SLBN-14 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2112","Oryza sativa|Rice root|Oryza sativa|Rice root","2808606395","6020352","5570","5491","Yes","Permanent Draft","1072374","PRJNA536283","SAMN11510837","GCF_006715415.1","GCA_006715415.1","ASM671541v1","VFNE00000000.1","link"
"887","PAB_0000000889","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. KPB2","Streptomyces sp. KPB2","Plants","not_announced","not_announced","not_announced","1939","Kiwifruit|Kiwifruit","2852523033","8082236","7288","7164","Yes","Finished","2305221","PRJNA487680","SAMN09908040","GCF_003950055.1","GCA_003950055.1","ASM395005v1","not_available","link"
"888","PAB_0000000890","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. L-9-10","Streptomyces sp. L-9-10","Plants","not_announced","not_announced","not_announced","1915","Platismatia glauca|Douglas fir and deciduous tree in the arboretum at UBC MKRF","2866171335","8852466","7841","7684","Yes","Permanent Draft","1478131","PRJNA418006","SAMN08013413","GCF_004151105.1","GCA_004151105.1","ASM415110v1","PHRF00000000.1","link"
"889","PAB_0000000891","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. L2","Streptomyces sp. L2","Plants","not_announced","not_announced","not_announced","1697","Arabidopsis thaliana|Arabidopsis thaliana","2866231997","8073926","7223","7080","Yes","Permanent Draft","2162665","PRJNA449322","SAMN08895571","GCF_004124325.1","GCA_004124325.1","ASM412432v1","QBDT00000000.1","link"
"890","PAB_0000000892","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MH60","Streptomyces sp. MH60","Plants","not_announced","not_announced","not_announced","1920","wheat|wheat","2862465376","8138908","7640","7528","Yes","Permanent Draft","1940758","PRJNA369300","SAMN06284050","GCF_002939385.1","GCA_002939385.1","ASM293938v1","MULI00000000.1","link"
"891","PAB_0000000893","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SLBN-134","Streptomyces sp. SLBN-134 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","1843","Oryza sativa|Rice root","2811994917","7761064","6939","6846","Yes","Permanent Draft","1081603","PRJNA536300","SAMN11510415","GCF_006715925.1","GCA_006715925.1","ASM671592v1","VFOE00000000.1","link"
"892","PAB_0000000894","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MUSC 125","Streptomyces sp. MUSC 125 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1601","Mangrove soil|Mangrove|Mangrove soil","2630968666","7656461","6950","6859","Yes","Permanent Draft","1428624","PRJNA261099","SAMN03070123","GCF_000816485.1","GCA_000816485.1","ASM81648v1","JUIG00000000.1","link"
"893","PAB_0000000895","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. MUSC 14","Streptomyces sp. MUSC 14 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2004","mangrove|mangrove|mangrove","2865262419","10274825","9796","9645","Yes","Permanent Draft","1354889","PRJNA343846","SAMN05915731","GCF_001866675.1","GCA_001866675.1","ASM186667v1","MLYN00000000.1","link"
"894","PAB_0000000896","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NBRC 110465","Streptomyces sp. NBRC 110465 [PHYL]","Plants","Phyllosphere","not_announced","not_announced","1659","Aucuba japonica|leaf of Aucubajaponica Thunb.|Leaf|Aucuba japonica|leaf of Aucubajaponica Thunb.","2867596878","7625844","6825","6707","Yes","Permanent Draft","1897621","PRJDB5149","SAMD00059478","GCF_001895105.1","GCA_001895105.1","ASM189510v1","BDHJ00000000.1","link"
"895","PAB_0000000897","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NRRL B-24085","Streptomyces sp. NRRL B-24085","Plants","not_announced","not_announced","not_announced","2019","peanut|peanut","2802429617","8744294","8308","8222","Yes","Permanent Draft","1709476","PRJNA293375","SAMN06361599","GCF_002156095.1","GCA_002156095.1","ASM215609v1","MWIF00000000.1","link"
"896","PAB_0000000898","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NRRL F-5527","Streptomyces sp. NRRL F-5527","Plants","not_announced","not_announced","not_announced","1736","tobacco|tobacco isolate","2765236025","7759647","7151","7054","Yes","Permanent Draft","1463862","PRJNA238534","SAMN02645480","GCF_000721435.1","GCA_000721435.1","ASM72143v1","JOHL00000000.1","link"
"897","PAB_0000000899","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NRRL F-5555","Streptomyces sp. NRRL F-5555","Plants","not_announced","not_announced","not_announced","1871","tobacco|tobacco isolate","2767802027","7908430","7098","7006","Yes","Permanent Draft","1463863","PRJNA238534","SAMN02645478","GCF_000719665.1","GCA_000719665.1","ASM71966v1","JOHJ00000000.1","link"
"898","PAB_0000000900","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. NWU339","Streptomyces sp. NWU339 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2003","rhizosphere of maize|Maize|rhizosphere of maize","2862507626","9425308","9236","9068","Yes","Permanent Draft","2185284","PRJNA471051","SAMN09197742","GCF_003143855.1","GCA_003143855.1","ASM314385v1","QFRK00000000.1","link"
"899","PAB_0000000901","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. OK885","Streptomyces sp. OK885 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2394","Populus","2716884858","12704458","11724","11607","Yes","Permanent Draft","1882770","PRJNA331843","SAMN05444676","GCF_002846625.1","GCA_002846625.1","ASM284662v1","PJNF00000000.1","link"
"900","PAB_0000000902","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. PgraA7","Streptomyces sp. PgraA7","Plants","not_announced","not_announced","not_announced","1820","Actinorhizal Plants|Actinorhizal Plants","2524614673","8317680","7516","7430","Yes","Permanent Draft","1157641","PRJNA169756","SAMN02745831","GCF_900187925.1","GCA_900187925.1","IMG-taxon 2524614673 annotated assembly","FYEJ00000000.1","link"
"901","PAB_0000000903","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SLBN-115","Streptomyces sp. SLBN-115 [RHIZ|PSYMB|PGPB]","Plants","Rhizosphere","Plant Symbiont|PGPB","not_announced","2148","Oryza sativa|Rice root","2808606359","9866990","8894","8788","Yes","Permanent Draft","1240696","PRJNA536297","SAMN11510846","GCF_006715185.1","GCA_006715185.1","ASM671518v1","VFMT00000000.1","link"
"902","PAB_0000000904","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root1295","Streptomyces sp. Root1295 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2025","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221673","9196637","8175","8106","Yes","Permanent Draft","1736448","PRJNA297942","SAMN04155717","GCF_001426325.1","GCA_001426325.1","Root1295","LMEL00000000.1","link"
"903","PAB_0000000905","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root1304","Streptomyces sp. Root1304 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1712","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221677","7584031","6804","6723","Yes","Permanent Draft","1736450","PRJNA297942","SAMN04155719","GCF_001426405.1","GCA_001426405.1","Root1304","LMEP00000000.1","link"
"904","PAB_0000000906","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root1310","Streptomyces sp. Root1310 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2119","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221678","9540101","8480","8379","Yes","Permanent Draft","1736452","PRJNA297942","SAMN04155721","GCF_001426425.1","GCA_001426425.1","Root1310","LMEQ00000000.1","link"
"905","PAB_0000000907","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root1319","Streptomyces sp. Root1319 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1624","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221682","6743283","5880","5814","Yes","Permanent Draft","1736454","PRJNA297942","SAMN04155723","GCF_001426615.1","GCA_001426615.1","Root1319","LMEU00000000.1","link"
"906","PAB_0000000908","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root264","Streptomyces sp. Root264 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2041","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221714","9015452","8114","8030","Yes","Permanent Draft","1736503","PRJNA297942","SAMN04155772","GCF_001428885.1","GCA_001428885.1","Root264","LMIZ00000000.1","link"
"907","PAB_0000000909","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root369","Streptomyces sp. Root369 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2534","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221647","10741251","9866","9771","Yes","Permanent Draft","1736523","PRJNA297942","SAMN04155792","GCF_001425805.1","GCA_001425805.1","Root369","LMDL00000000.1","link"
"908","PAB_0000000910","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root431","Streptomyces sp. Root431 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1493","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221670","6497041","5882","5800","Yes","Permanent Draft","1736535","PRJNA297942","SAMN04155804","GCF_001426585.1","GCA_001426585.1","Root431","LMEI00000000.1","link"
"909","PAB_0000000911","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root55","Streptomyces sp. Root55 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1787","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221548","8053412","7083","7001","Yes","Permanent Draft","1736554","PRJNA297942","SAMN04155823","GCF_001427245.1","GCA_001427245.1","Root55","LMFT00000000.1","link"
"910","PAB_0000000912","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root63","Streptomyces sp. Root63 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2026","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221578","9213798","8181","8098","Yes","Permanent Draft","1736573","PRJNA297942","SAMN04155842","GCF_001427565.1","GCA_001427565.1","Root63","LMGX00000000.1","link"
"911","PAB_0000000913","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Root66D1","Streptomyces sp. Root66D1 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1709","Arabidopsis root|Arabidopsis thaliana|Arabidopsis root","2643221587","7586415","6827","6744","Yes","Permanent Draft","1736582","PRJNA297942","SAMN04155851","GCF_001427745.1","GCA_001427745.1","Root66D1","LMHG00000000.1","link"
"912","PAB_0000000914","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. RP5T","Streptomyces sp. RP5T [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","2129","pigeon pea|root|pigeon pea|root","2867428634","9590268","9468","9347","Yes","Permanent Draft","2490848","PRJNA506438","SAMN10475389","GCF_003933965.1","GCA_003933965.1","ASM393396v1","RSAJ00000000.1","link"
"913","PAB_0000000915","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. S1D4-11","Streptomyces sp. S1D4-11 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","2311","grain of soil from rhizosphere; raw soil","2896977621","12276515","12272","12106","Yes","Finished","2721246","PRJNA615323","SAMN14450783","GCA_012275145.1","GCA_012275145.1","ASM1227514v1","not_available","link"
"914","PAB_0000000916","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SAT1","Streptomyces sp. SAT1","Plants","not_announced","not_announced","not_announced","1715","Adenophora trachelioides Maxim.|Adenophora trachelioides Maxim.","2872823978","7472530","6549","6405","Yes","Finished","1849967","PRJNA321638","SAMN05161780","GCF_001654495.1","GCA_001654495.1","ASM165449v1","not_available","link"
"915","PAB_0000000917","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SDr-06","Streptomyces sp. SDr-06 [RHIZ]","Plants","Rhizosphere","not_announced","not_announced","1828","Camellia sinensis|rhizosphere","2862178590","8583590","8020","7892","Yes","Permanent Draft","2267702","PRJNA480027","SAMN09623796","GCF_003324565.1","GCA_003324565.1","ASM332456v1","QOLA00000000.1","link"
"916","PAB_0000000918","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. Sge12","Streptomyces sp. Sge12","Plants|Soil","not_announced","not_announced","not_announced","1661","forest soil of Shengnongjia|Forest Soil|Forest|forest soil of Shengnongjia","2872891511","8110698","7405","7272","Yes","Finished","1972846","PRJNA380743","SAMN06647473","GCF_002080455.1","GCA_002080455.1","ASM208045v1","not_available","link"
"917","PAB_0000000919","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. SS52","Streptomyces sp. SS52","Plants","not_announced","not_announced","not_announced","1879","Phyllanthus urinaria L|Phyllanthus urinaria L","2875405368","8184045","7411","7260","Yes","Finished","2563602","PRJNA530858","SAMN11338212","GCF_004795715.1","GCA_004795715.1","ASM479571v1","not_available","link"
"918","PAB_0000000920","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ST1015","Streptomyces sp. ST1015 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","2122","potato|common scab lesions on potato tubers|potato|common scab lesions on potato tubers","2865198370","9838554","9804","9695","Yes","Permanent Draft","1848900","PRJNA321183","SAMN04967901","GCF_003268535.1","GCA_003268535.1","ASM326853v1","LXWC00000000.1","link"
"919","PAB_0000000921","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. ST1020","Streptomyces sp. ST1020 [PPATH]","Plants","not_announced","Phytopathogen","not_announced","2147","potato|common scab lesions on potato tubers|potato|common scab lesions on potato tubers","2865208175","9893137","9702","9591","Yes","Permanent Draft","1848901","PRJNA321203","SAMN04977949","GCF_003268555.1","GCA_003268555.1","ASM326855v1","LXWD00000000.1","link"
"920","PAB_0000000922","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. TM32","Streptomyces sp. TM32 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1467","rhizosphere soil of turmeric|turmeric|rhizosphere soil of turmeric","2867475112","6909112","6315","6211","Yes","Permanent Draft","1652669","PRJNA516236","SAMN10785478","GCF_004122755.1","GCA_004122755.1","ASM412275v1","SDIG00000000.1","link"
"921","PAB_0000000923","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. TOR3209","Streptomyces sp. TOR3209 [RHIZ]","Plants|Soil","Rhizosphere","not_announced","not_announced","1779","Solanum lycopersicum|Rhizosphere|Solanum lycopersicum","2547132111","8013147","7682","7581","Yes","Permanent Draft","1073567","PRJNA71265","SAMN02469879","GCF_000259895.1","GCA_000259895.1","ASM25989v1","AGNH00000000.1","link"
"922","PAB_0000000924","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. V2","Streptomyces sp. V2","Plants","not_announced","not_announced","not_announced","2175","Solanum tuberosum|Solanum tuberosum","2866151290","10249899","9250","9128","Yes","Permanent Draft","1424099","PRJNA464385","SAMN09083361","GCF_003129505.1","GCA_003129505.1","ASM312950v1","QFDR00000000.1","link"
"923","PAB_0000000925","Actinobacteria","Actinomycetia","Streptomycetales","Streptomycetaceae","Streptomyces","Streptomyces sp. VMFN-G11Ma","Streptomyces sp. VMFN-G11Ma [PHYL]","Plants","Phyllosphere","not_announced","not_announced","2078","Myrtillocactus geometrizans|the stem endosphere of M. geometrizans (medium PDA) collected in site Ma","2754412422","8558085","7887","7792","Yes","Permanent Draft","2135609","PRJNA441542","SAMN08777816","GCF_003046555.1","GCA_003046555.1","ASM304655v1","PZZX00000000.1","link"
