"reference","genus","species","accession","acc_text","accession","ncbi_nucid","ncbi_taxid","name","ncbi_spid","ncbi_species","species","subsp","formasp","candidatus","ncbi_taxid","name","ncbi_spid","ncbi_species"
"gbm00029.pdf","Mycobacterium","Mycobacterium obuense","X55597","accession no. (16S rRNA gene): X55597.","X55597","44473","1807","Mycobacterium obuense","1807","Mycobacterium obuense","Mycobacterium obuense",FALSE,FALSE,FALSE,"1807","Mycobacterium obuense","1807","Mycobacterium obuense"
"gbm00029.pdf","Mycobacterium","Mycobacterium fortuitum","X52933","accession no. (16S rRNA gene): X52933.","X52933","44279","1214102","Mycobacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841","1766","Mycobacterium fortuitum","Mycobacterium fortuitum",FALSE,FALSE,FALSE,"1766","Mycobacterium fortuitum","1766","Mycobacterium fortuitum"
"gbm00029.pdf","Mycobacterium","Mycobacterium fortuitum subsp. acetamidolyticum","AF547923","accession no. (16S rRNA gene): AF547923.","AF547923","27733747","144550","Mycobacterium fortuitum subsp. acetamidolyticum","1766","Mycobacterium fortuitum","Mycobacterium fortuitum subsp. acetamidolyticum",TRUE,FALSE,FALSE,"144550","Mycobacterium fortuitum subsp. acetamidolyticum","1766","Mycobacterium fortuitum"
"gbm00029.pdf","Mycobacterium","Mycobacterium rhodesiae","AJ429047","accession no. (16S rRNA gene): AJ429047.","AJ429047","18447872","36814","Mycobacterium rhodesiae","36814","Mycobacterium rhodesiae","Mycobacterium rhodesiae",FALSE,FALSE,FALSE,"36814","Mycobacterium rhodesiae","36814","Mycobacterium rhodesiae"
"gbm00029.pdf","Mycobacterium","Mycobacterium houstonense","AY012579","accession no. (16S rRNA gene): AY012579.","AY012579","58389436","146021","Mycobacterium houstonense","146021","Mycobacterium houstonense","Mycobacterium houstonense",FALSE,FALSE,FALSE,"146021","Mycobacterium houstonense","146021","Mycobacterium houstonense"
"gbm00029.pdf","Mycobacterium","Mycobacterium conceptionense","AY859684","accession no. (16S rRNA gene): AY859684.","AY859684","62240662","451644","Mycobacterium conceptionense","451644","Mycobacterium conceptionense","Mycobacterium conceptionense",FALSE,FALSE,FALSE,"451644","Mycobacterium conceptionense","451644","Mycobacterium conceptionense"
"gbm00029.pdf","Mycobacterium","Mycobacterium senegalense","M29567","accession no. (16S rRNA gene): M29567.","M29567","175330","1796","Mycobacterium senegalense","1796","Mycobacterium senegalense","Mycobacterium senegalense",FALSE,FALSE,FALSE,"1796","Mycobacterium senegalense","1796","Mycobacterium senegalense"
"gbm00029.pdf","Mycobacterium","Mycobacterium farcinogenes","AF055333","accession no. (16S rRNA gene): AF055333.","AF055333","3372573","1802","Mycobacterium farcinogenes","1802","Mycobacterium farcinogenes","Mycobacterium farcinogenes",FALSE,FALSE,FALSE,"1802","Mycobacterium farcinogenes","1802","Mycobacterium farcinogenes"
"gbm00029.pdf","Mycobacterium","Mycobacterium septicum","AF111809","accession no. (16S rRNA gene): AF111809.","AF111809","23138517","1341646","Mycobacterium septicum DSM 44393","98668","Mycobacterium septicum","Mycobacterium septicum",FALSE,FALSE,FALSE,"98668","Mycobacterium septicum","98668","Mycobacterium septicum"
"gbm00029.pdf","Mycobacterium","Mycobacterium alvei","AF023664","accession no. (16S rRNA gene): AF023664.","AF023664","2565271","67081","Mycobacterium alvei","67081","Mycobacterium alvei","Mycobacterium alvei",FALSE,FALSE,FALSE,"67081","Mycobacterium alvei","67081","Mycobacterium alvei"
"gbm00029.pdf","Mycobacterium","Mycobacterium porcinum","AF480588","accession no. (16S rRNA gene): AF480588.","AF480588","19387315","39693","Mycobacterium porcinum","39693","Mycobacterium porcinum","Mycobacterium porcinum",FALSE,FALSE,FALSE,"39693","Mycobacterium porcinum","39693","Mycobacterium porcinum"
"gbm00029.pdf","Mycobacterium","Mycobacterium boenickei","AY012573","accession no. (16S rRNA gene): AY012573.","AY012573","24080780","146017","Mycobacterium boenickei","146017","Mycobacterium boenickei","Mycobacterium boenickei",FALSE,FALSE,FALSE,"146017","Mycobacterium boenickei","146017","Mycobacterium boenickei"
"gbm00029.pdf","Mycobacterium","Mycobacterium neworleansense","AY012575","accession no. (16S rRNA gene): AY012575.","AY012575","24080782","146018","Mycobacterium neworleansense","146018","Mycobacterium neworleansense","Mycobacterium neworleansense",FALSE,FALSE,FALSE,"146018","Mycobacterium neworleansense","146018","Mycobacterium neworleansense"
"gbm00029.pdf","Mycobacterium","Mycobacterium neoaurum","M29564","accession no. (16S rRNA gene): M29564.","M29564","175327","1795","Mycobacterium neoaurum","1795","Mycobacterium neoaurum","Mycobacterium neoaurum",FALSE,FALSE,FALSE,"1795","Mycobacterium neoaurum","1795","Mycobacterium neoaurum"
"gbm00029.pdf","Mycobacterium","Mycobacterium brisbanense","AY012577","accession no. (16S rRNA gene): AY012577.","AY012577","24080784","146020","Mycobacterium brisbanense","146020","Mycobacterium brisbanense","Mycobacterium brisbanense",FALSE,FALSE,FALSE,"146020","Mycobacterium brisbanense","146020","Mycobacterium brisbanense"
"gbm00029.pdf","Mycobacterium","Mycobacterium frederiksbergense","AJ276274","accession no. (16S rRNA gene): AJ276274.","AJ276274","8250426","117567","Mycobacterium frederiksbergense","117567","Mycobacterium frederiksbergense","Mycobacterium frederiksbergense",FALSE,FALSE,FALSE,"117567","Mycobacterium frederiksbergense","117567","Mycobacterium frederiksbergense"
"gbm00029.pdf","Mycobacterium","Mycobacterium fluoranthenivorans","AJ617741","accession no. (16S rRNA gene): AJ617741.","AJ617741","39978320","258505","Mycobacterium fluoranthenivorans","258505","Mycobacterium fluoranthenivorans","Mycobacterium fluoranthenivorans",FALSE,FALSE,FALSE,"258505","Mycobacterium fluoranthenivorans","258505","Mycobacterium fluoranthenivorans"
"gbm00029.pdf","Mycobacterium","Mycobacterium diernhoferi","X55593","accession no. (16S rRNA gene): X55593.","X55593","44267","1801","Mycobacterium diernhoferi","1801","Mycobacterium diernhoferi","Mycobacterium diernhoferi",FALSE,FALSE,FALSE,"1801","Mycobacterium diernhoferi","1801","Mycobacterium diernhoferi"
"gbm00029.pdf","Mycobacterium","Mycobacterium canariasense","AY255478","accession nos: AY255478 (16S rRNA gene);","AY255478","30267692","228230","Mycobacterium canariasense","228230","Mycobacterium canariasense","Mycobacterium canariasense",FALSE,FALSE,FALSE,"228230","Mycobacterium canariasense","228230","Mycobacterium canariasense"
"gbm00029.pdf","Mycobacterium","Mycobacterium cosmeticum","AY449728","accession nos: AY449728 (16S rRNA gene);","AY449728","40019087","258533","Mycobacterium cosmeticum","258533","Mycobacterium cosmeticum","Mycobacterium cosmeticum",FALSE,FALSE,FALSE,"258533","Mycobacterium cosmeticum","258533","Mycobacterium cosmeticum"
"gbm00029.pdf","Mycobacterium","Mycobacterium mucogenicum","AY457074","accession no. (16S rRNA gene): AY457074.","AY457074","42529122","56689","Mycobacterium mucogenicum","56689","Mycobacterium mucogenicum","Mycobacterium mucogenicum",FALSE,FALSE,FALSE,"56689","Mycobacterium mucogenicum","56689","Mycobacterium mucogenicum"
"gbm00029.pdf","Mycobacterium","Mycobacterium aubagnense","AY859683","accession nos: AY859683 (16S rRNA gene);","AY859683","62240661","319707","Mycobacterium aubagnense","319707","Mycobacterium aubagnense","Mycobacterium aubagnense",FALSE,FALSE,FALSE,"319707","Mycobacterium aubagnense","319707","Mycobacterium aubagnense"
"gbm00029.pdf","Mycobacterium","Mycobacterium phocaicum","AY859682","accession nos: AY859682 (16S rRNA gene);","AY859682","62240660","319706","Mycobacterium phocaicum","319706","Mycobacterium phocaicum","Mycobacterium phocaicum",FALSE,FALSE,FALSE,"319706","Mycobacterium phocaicum","319706","Mycobacterium phocaicum"
"gbm00029.pdf","Mycobacterium","Mycobacterium chelonae","AF480594","accession no. (16S rRNA gene): AF480594.","AF480594","19387321","1774","Mycobacterium chelonae","1774","Mycobacterium chelonae","Mycobacterium chelonae",FALSE,FALSE,FALSE,"1774","Mycobacterium chelonae","1774","Mycobacterium chelonae"
"gbm00029.pdf","Mycobacterium","Mycobacterium abscessus","X82235","accession no. (16S rRNA gene): X82235.","X82235","1052756","561007","Mycobacterium abscessus ATCC 19977","36809","Mycobacterium abscessus","Mycobacterium abscessus",FALSE,FALSE,FALSE,"36809","Mycobacterium abscessus","36809","Mycobacterium abscessus"
"gbm00029.pdf","Mycobacterium","Mycobacterium immunogenum","AY457080","accession no. (16S rRNA gene): AY457080.","AY457080","42529128","83262","Mycobacterium immunogenum","83262","Mycobacterium immunogenum","Mycobacterium immunogenum",FALSE,FALSE,FALSE,"83262","Mycobacterium immunogenum","83262","Mycobacterium immunogenum"
"gbm00029.pdf","Mycobacterium","Mycobacterium bolletii","AY859681","accession nos: AY859681 (16S rRNA gene);","AY859681","62240659","319705","Mycobacterium abscessus subsp. bolletii","36809","Mycobacterium abscessus","Mycobacterium bolletii",FALSE,FALSE,FALSE,"319705","Mycobacterium abscessus subsp. bolletii","36809","Mycobacterium abscessus"
"gbm00029.pdf","Mycobacterium","Mycobacterium massiliense","AY593980","accession nos: AY593980 (16S rRNA gene);","AY593980","50897990","1962118","Mycobacterium abscessus subsp. massiliense","36809","Mycobacterium abscessus","Mycobacterium massiliense",FALSE,FALSE,FALSE,"1962118","Mycobacterium abscessus subsp. massiliense","36809","Mycobacterium abscessus"
"gbm00029.pdf","Mycobacterium","Mycobacterium salmoniphilum","DQ866768","accession nos: DQ866768 (16S rRNA gene);","DQ866768","115383121","404941","Mycobacterium salmoniphilum","404941","Mycobacterium salmoniphilum","Mycobacterium salmoniphilum",FALSE,FALSE,FALSE,"404941","Mycobacterium salmoniphilum","404941","Mycobacterium salmoniphilum"
"gbm00029.pdf","Mycobacterium","Mycobacterium hassiacum","U49401","accession no. (16S rRNA gene): U49401.","U49401","1480472","46351","Mycobacterium hassiacum","46351","Mycobacterium hassiacum","Mycobacterium hassiacum",FALSE,FALSE,FALSE,"46351","Mycobacterium hassiacum","46351","Mycobacterium hassiacum"
"gbm00029.pdf","Mycobacterium","Mycobacterium madagascariense","X55600","accession no. (16S rRNA gene): X55600.","X55600","44460","1785","Mycobacterium sp.","1785","Mycobacterium sp.","Mycobacterium madagascariense",FALSE,FALSE,FALSE,"212765","Mycobacterium madagascariense","212765","Mycobacterium madagascariense"
"gbm00029.pdf","Mycobacterium","Mycobacterium moriokaense","AJ429044","accession no. (16S rRNA gene): AJ429044.","AJ429044","18447869","39691","Mycobacterium moriokaense","39691","Mycobacterium moriokaense","Mycobacterium moriokaense",FALSE,FALSE,FALSE,"39691","Mycobacterium moriokaense","39691","Mycobacterium moriokaense"
"gbm00029.pdf","Mycobacterium","Mycobacterium gadium","X55594","accession no. (16S rRNA gene): X55594.","X55594","44291","1794","Mycobacterium gadium","1794","Mycobacterium gadium","Mycobacterium gadium",FALSE,FALSE,FALSE,"1794","Mycobacterium gadium","1794","Mycobacterium gadium"
"gbm00029.pdf","Mycobacterium","Mycobacterium hodleri","X93184","accession no. (16S rRNA gene): X93184.","X93184","1480302","49897","Mycobacterium hodleri","49897","Mycobacterium hodleri","Mycobacterium hodleri",FALSE,FALSE,FALSE,"49897","Mycobacterium hodleri","49897","Mycobacterium hodleri"
"gbm00030.pdf","Gordonia","Gordonia bronchialis","X79287","accession no. (16S rRNA gene): X79287, X75903.","X79287","562300","526226","Gordonia bronchialis DSM 43247","2054","Gordonia bronchialis","Gordonia bronchialis",FALSE,FALSE,FALSE,"2054","Gordonia bronchialis","2054","Gordonia bronchialis"
"gbm00030.pdf","Gordonia","Gordonia aichiensis","X80633","accession no. (16S rRNA gene): X80633.","X80633","562298","36820","Gordonia aichiensis","36820","Gordonia aichiensis","Gordonia aichiensis",FALSE,FALSE,FALSE,"36820","Gordonia aichiensis","36820","Gordonia aichiensis"
"gbm00030.pdf","Gordonia","Gordonia alkanivorans","Y18054","accession no. (16S rRNA gene): Y18054.","Y18054","6453335","84096","Gordonia alkanivorans","84096","Gordonia alkanivorans","Gordonia alkanivorans",FALSE,FALSE,FALSE,"84096","Gordonia alkanivorans","84096","Gordonia alkanivorans"
"gbm00030.pdf","Gordonia","Gordonia amarae","X80635","accession no. (16S rRNA gene): X80635.","X80635","562299","36821","Gordonia amarae","36821","Gordonia amarae","Gordonia amarae",FALSE,FALSE,FALSE,"36821","Gordonia amarae","36821","Gordonia amarae"
"gbm00030.pdf","Gordonia","Gordonia amicalis","AF101418","accession no. (16S rRNA gene): AF101418.","AF101418","4323620","89053","Gordonia amicalis","89053","Gordonia amicalis","Gordonia amicalis",FALSE,FALSE,FALSE,"89053","Gordonia amicalis","89053","Gordonia amicalis"
"gbm00030.pdf","Gordonia","Gordonia araii","AB162800","accession no. (16S rRNA gene): AB162800.","AB162800","73486697","1073574","Gordonia araii NBRC 100433","263909","Gordonia araii","Gordonia araii",FALSE,FALSE,FALSE,"263909","Gordonia araii","263909","Gordonia araii"
"gbm00030.pdf","Gordonia","Gordonia defluvii","AY650267","accession no. (16S rRNA gene): AY650267.","AY650267","90654187","283718","Gordonia defluvii","283718","Gordonia defluvii","Gordonia defluvii",FALSE,FALSE,FALSE,"283718","Gordonia defluvii","283718","Gordonia defluvii"
"gbm00030.pdf","Gordonia","Gordonia desulfuricans","AF 101416","accession no. (16S rRNA gene): AF 101416.","AF",NA,NA,NA,NA,NA,"Gordonia desulfuricans",FALSE,FALSE,FALSE,"89051","Gordonia desulfuricans","89051","Gordonia desulfuricans"
"gbm00030.pdf","Gordonia","Gordonia effusa","AB162799","accession no. (16S rRNA gene): AB162799.","AB162799","73486696","263908","Gordonia effusa","263908","Gordonia effusa","Gordonia effusa",FALSE,FALSE,FALSE,"263908","Gordonia effusa","263908","Gordonia effusa"
"gbm00030.pdf","Gordonia","Gordonia hirsuta","X93485","accession no. (16S rRNA): X93485.","X93485","1666638","1121927","Gordonia hirsuta DSM 44140 = NBRC 16056","53427","Gordonia hirsuta","Gordonia hirsuta",FALSE,FALSE,FALSE,"53427","Gordonia hirsuta","53427","Gordonia hirsuta"
"gbm00030.pdf","Gordonia","Gordonia hydrophobica","X87340","accession no. (16S rRNA gene): X87340.","X87340","853837","40516","Gordonia hydrophobica","40516","Gordonia hydrophobica","Gordonia hydrophobica",FALSE,FALSE,FALSE,"40516","Gordonia hydrophobica","40516","Gordonia hydrophobica"
"gbm00030.pdf","Gordonia","Gordonia lacunae","EF151959","accession no. (16S rRNA gene): EF151959.","EF151959","119655533","417102","Gordonia lacunae","417102","Gordonia lacunae","Gordonia lacunae",FALSE,FALSE,FALSE,"417102","Gordonia lacunae","417102","Gordonia lacunae"
"gbm00030.pdf","Gordonia","Gordonia malaquae","AM406674","accession no. (16S rRNA gene): AM406674.","AM406674","116487062","410332","Gordonia malaquae","410332","Gordonia malaquae","Gordonia malaquae",FALSE,FALSE,FALSE,"410332","Gordonia malaquae","410332","Gordonia malaquae"
"gbm00030.pdf","Gordonia","Gordonia namibiensis","AF380930","accession no. (16S rRNA gene): AF380930.","AF380930","15420684","1208314","Gordonia namibiensis NBRC 108229","168480","Gordonia namibiensis","Gordonia namibiensis",FALSE,FALSE,FALSE,"168480","Gordonia namibiensis","168480","Gordonia namibiensis"
"gbm00030.pdf","Gordonia","Gordonia otitidis","AB122026","accession no. (16S rRNA gene): AB122026.","AB122026","37718735","1108044","Gordonia otitidis NBRC 100426","249058","Gordonia otitidis","Gordonia otitidis",FALSE,FALSE,FALSE,"249058","Gordonia otitidis","249058","Gordonia otitidis"
"gbm00030.pdf","Gordonia","Gordonia paraffinivorans","AF432348","accession no. (16S rRNA gene): AF432348.","AF432348","16612139","175628","Gordonia paraffinivorans","175628","Gordonia paraffinivorans","Gordonia paraffinivorans",FALSE,FALSE,FALSE,"175628","Gordonia paraffinivorans","175628","Gordonia paraffinivorans"
"gbm00030.pdf","Gordonia","Gordonia polyisoprenivorans","Y18310","accession no. (16S rRNA gene): Y18310.","Y18310","4725972","84595","Gordonia polyisoprenivorans","84595","Gordonia polyisoprenivorans","Gordonia polyisoprenivorans",FALSE,FALSE,FALSE,"84595","Gordonia polyisoprenivorans","84595","Gordonia polyisoprenivorans"
"gbm00030.pdf","Gordonia","Gordonia rhizosphera","AB004729","accession no. (16S rRNA gene): AB004729.","AB004729","3724280","1108045","Gordonia rhizosphera NBRC 16068","83341","Gordonia rhizosphera","Gordonia rhizosphera",FALSE,FALSE,FALSE,"83341","Gordonia rhizosphera","83341","Gordonia rhizosphera"
"gbm00030.pdf","Gordonia","Gordonia rubripertincta","X80632","accession no. (16S rRNA gene): X80632.","X80632","562304","36822","Gordonia rubripertincta","36822","Gordonia rubripertincta","Gordonia rubripertincta",FALSE,FALSE,FALSE,"36822","Gordonia rubripertincta","36822","Gordonia rubripertincta"
"gbm00030.pdf","Gordonia","Gordonia shandongensis","DQ420167","accession no. (16S rRNA gene): DQ420167.","DQ420167","89741411","376351","Gordonia shandongensis","376351","Gordonia shandongensis","Gordonia shandongensis",FALSE,FALSE,FALSE,"376351","Gordonia shandongensis","376351","Gordonia shandongensis"
"gbm00030.pdf","Gordonia","Gordonia sihwensis","AJ416151","accession no. (16S rRNA gene): AJ416151.","AJ416151","18138035","173559","Gordonia sihwensis","173559","Gordonia sihwensis","Gordonia sihwensis",FALSE,FALSE,FALSE,"173559","Gordonia sihwensis","173559","Gordonia sihwensis"
"gbm00030.pdf","Gordonia","Gordonia sinesedis","AF380834","accession no. (16S rRNA gene): AF380834.","AF380834","14423347","161153","Gordonia sinesedis","161153","Gordonia sinesedis","Gordonia sinesedis",FALSE,FALSE,FALSE,"161153","Gordonia sinesedis","161153","Gordonia sinesedis"
"gbm00030.pdf","Gordonia","Gordonia soli","AY995560","accession no. (16S rRNA gene): AY995560 Sequence accession no.","AY995560","62722848","320799","Gordonia soli","320799","Gordonia soli","Gordonia soli",FALSE,FALSE,FALSE,"320799","Gordonia soli","320799","Gordonia soli"
"gbm00030.pdf","Gordonia","Gordonia sputi","X80634","accession no. (16S rRNA gene): X80634.","X80634","562305","36823","Gordonia sputi","36823","Gordonia sputi","Gordonia sputi",FALSE,FALSE,FALSE,"36823","Gordonia sputi","36823","Gordonia sputi"
"gbm00030.pdf","Gordonia","Gordonia terrae","X79286","accession no. (16S rRNA gene): X79286.","X79286","562306","2055","Gordonia terrae","2055","Gordonia terrae","Gordonia terrae",FALSE,FALSE,FALSE,"2055","Gordonia terrae","2055","Gordonia terrae"
"gbm00030.pdf","Gordonia","Gordonia westfalica","AJ312907","accession no. (16S rRNA gene): AJ312907.","AJ312907","13992476","158898","Gordonia westfalica","158898","Gordonia westfalica","Gordonia westfalica",FALSE,FALSE,FALSE,"158898","Gordonia westfalica","158898","Gordonia westfalica"
"gbm00030.pdf","Gordonia","Gordonia jacobaea","AF251791","accession no. (16S rRNA gene): AF251791.","AF251791","7682759","122202","Gordonia jacobaea","122202","Gordonia jacobaea","Gordonia jacobaea",FALSE,FALSE,FALSE,"122202","Gordonia jacobaea","122202","Gordonia jacobaea"
"gbm00031.pdf","Millisia","Millisia brevis","AY534742","accession no. (16S rRNA gene) : AY534742.","AY534742","42768678","264148","Millisia brevis","264148","Millisia brevis","Millisia brevis",FALSE,FALSE,FALSE,"264148","Millisia brevis","264148","Millisia brevis"
"gbm00032.pdf","Nocardia","Nocardia abscessus","AF218292","accession no. (16S rRNA gene): AF218292.","AF218292","9622990","1206723","Nocardia abscessus NBRC 100374","120957","Nocardia abscessus","Nocardia abscessus",FALSE,FALSE,FALSE,"120957","Nocardia abscessus","120957","Nocardia abscessus"
"gbm00032.pdf","Nocardia","Nocardia acidivorans","AM402972","accession no. (16S rRNA gene): AM402972.","AM402972","115292194","404580","Nocardia acidivorans","404580","Nocardia acidivorans","Nocardia acidivorans",FALSE,FALSE,FALSE,"404580","Nocardia acidivorans","404580","Nocardia acidivorans"
"gbm00032.pdf","Nocardia","Nocardia africana","AF430054","accession no. (16S rRNA gene): AF430054.","AF430054","28933386","134964","Nocardia africana","134964","Nocardia africana","Nocardia africana",FALSE,FALSE,FALSE,"134964","Nocardia africana","134964","Nocardia africana"
"gbm00032.pdf","Nocardia","Nocardia alba","AY222321","accession no. (16S rRNA gene): AY222321.","AY222321","29423446","225051","Nocardia alba","225051","Nocardia alba","Nocardia alba",FALSE,FALSE,FALSE,"225051","Nocardia alba","225051","Nocardia alba"
"gbm00032.pdf","Nocardia","Nocardia altamirensis","EU006090","accession no. (16S rRNA gene): EU006090.","EU006090","157673252","472158","Nocardia altamirensis","472158","Nocardia altamirensis","Nocardia altamirensis",FALSE,FALSE,FALSE,"472158","Nocardia altamirensis","472158","Nocardia altamirensis"
"gbm00032.pdf","Nocardia","Nocardia amamiensis","AB275164","accession no. (16S rRNA gene): AB275164.","AB275164","115334256","404578","Nocardia amamiensis","404578","Nocardia amamiensis","Nocardia amamiensis",FALSE,FALSE,FALSE,"404578","Nocardia amamiensis","404578","Nocardia amamiensis"
"gbm00032.pdf","Nocardia","Nocardia anaemiae","AB162801","accession no. (16S rRNA gene): AB162801.","AB162801","51315301","263910","Nocardia anaemiae","263910","Nocardia anaemiae","Nocardia anaemiae",FALSE,FALSE,FALSE,"263910","Nocardia anaemiae","263910","Nocardia anaemiae"
"gbm00032.pdf","Nocardia","Nocardia aobensis","AB126876","accession no. (16S rRNA gene): AB126876.","AB126876","51315281","1206720","Nocardia aobensis NBRC 100429","257277","Nocardia aobensis","Nocardia aobensis",FALSE,FALSE,FALSE,"257277","Nocardia aobensis","257277","Nocardia aobensis"
"gbm00032.pdf","Nocardia","Nocardia araoensis","AB108779","accession no. (16S rRNA gene): AB108779.","AB108779","38423529","1206722","Nocardia araoensis NBRC 100135","228600","Nocardia araoensis","Nocardia araoensis",FALSE,FALSE,FALSE,"228600","Nocardia araoensis","228600","Nocardia araoensis"
"gbm00032.pdf","Nocardia","Nocardia arthritidis","AB108781","accession no. (16S rRNA gene): AB108781.","AB108781","38423531","228602","Nocardia arthritidis","228602","Nocardia arthritidis","Nocardia arthritidis",FALSE,FALSE,FALSE,"228602","Nocardia arthritidis","228602","Nocardia arthritidis"
"gbm00032.pdf","Nocardia","Nocardia asiatica","AB092566","accession no. (16S rRNA gene): AB092566.","AB092566","27263184","1206721","Nocardia asiatica NBRC 100129","209252","Nocardia asiatica","Nocardia asiatica",FALSE,FALSE,FALSE,"209252","Nocardia asiatica","209252","Nocardia asiatica"
"gbm00032.pdf","Nocardia","Nocardia beijingensis","AF154129","accession no. (16S rRNA gene): AF154129.","AF154129","5031490","95162","Nocardia beijingensis","95162","Nocardia beijingensis","Nocardia beijingensis",FALSE,FALSE,FALSE,"95162","Nocardia beijingensis","95162","Nocardia beijingensis"
"gbm00032.pdf","Nocardia","Nocardia blacklockiae","EU099360","accession no. (16S rRNA gene): EU099360.","EU099360","158726662","480036","Nocardia blacklockiae","480036","Nocardia blacklockiae","Nocardia blacklockiae",FALSE,FALSE,FALSE,"480036","Nocardia blacklockiae","480036","Nocardia blacklockiae"
"gbm00032.pdf","Nocardia","Nocardia brasiliensis","AF430038","accession no. (16S rRNA gene): AF430038.","AF430038","28933370","37326","Nocardia brasiliensis","37326","Nocardia brasiliensis","Nocardia brasiliensis",FALSE,FALSE,FALSE,"37326","Nocardia brasiliensis","37326","Nocardia brasiliensis"
"gbm00032.pdf","Nocardia","Nocardia caishijiensis","AF459443","accession no. (16S rRNA gene): AF459443.","AF459443","18419567","184756","Nocardia caishijiensis","184756","Nocardia caishijiensis","Nocardia caishijiensis",FALSE,FALSE,FALSE,"184756","Nocardia caishijiensis","184756","Nocardia caishijiensis"
"gbm00032.pdf","Nocardia","Nocardia callitridis","FJ805428","accession no. (16S rRNA gene): FJ805428.","FJ805428","238684388","648753","Nocardia callitridis","648753","Nocardia callitridis","Nocardia callitridis",FALSE,FALSE,FALSE,"648753","Nocardia callitridis","648753","Nocardia callitridis"
"gbm00032.pdf","Nocardia","Nocardia carnea","AF430035","accession no. (16S rRNA gene): AF430035.","AF430035","28933367","1206726","Nocardia carnea NBRC 14403","37328","Nocardia carnea","Nocardia carnea",FALSE,FALSE,FALSE,"37328","Nocardia carnea","37328","Nocardia carnea"
"gbm00032.pdf","Nocardia","Nocardia cerradoensis","AF060790","accession no. (16S rRNA gene): AF060790.","AF060790","4063037","85688","Nocardia cerradoensis","85688","Nocardia cerradoensis","Nocardia cerradoensis",FALSE,FALSE,FALSE,"85688","Nocardia cerradoensis","85688","Nocardia cerradoensis"
"gbm00032.pdf","Nocardia","Nocardia concava","AB126880","accession no. (16S rRNA gene): AB126880.","AB126880","51315285","257281","Nocardia concava","257281","Nocardia concava","Nocardia concava",FALSE,FALSE,FALSE,"257281","Nocardia concava","257281","Nocardia concava"
"gbm00032.pdf","Nocardia","Nocardia coubleae","DQ235688","accession no. (16S rRNA gene): DQ235688.","DQ235688","81303321","356147","Nocardia coubleae","356147","Nocardia coubleae","Nocardia coubleae",FALSE,FALSE,FALSE,"356147","Nocardia coubleae","356147","Nocardia coubleae"
"gbm00032.pdf","Nocardia","Nocardia crassostreae","AF430049","accession no. (16S rRNA gene): AF430049.","AF430049","28933381","53428","Nocardia crassostreae","53428","Nocardia crassostreae","Nocardia crassostreae",FALSE,FALSE,FALSE,"53428","Nocardia crassostreae","53428","Nocardia crassostreae"
"gbm00032.pdf","Nocardia","Nocardia cummidelens","AF430052","accession no. (16S rRNA gene): AF430052.","AF430052","28933384","165807","Nocardia cummidelens","165807","Nocardia cummidelens","Nocardia cummidelens",FALSE,FALSE,FALSE,"165807","Nocardia cummidelens","165807","Nocardia cummidelens"
"gbm00032.pdf","Nocardia","Nocardia cyriacigeorgica","AF430027","accession no. (16S rRNA gene): AF430027.","AF430027","28933359","135487","Nocardia cyriacigeorgica","135487","Nocardia cyriacigeorgica","Nocardia cyriacigeorgica",FALSE,FALSE,FALSE,"135487","Nocardia cyriacigeorgica","135487","Nocardia cyriacigeorgica"
"gbm00032.pdf","Nocardia","Nocardia elegans","AJ854057","accession no. (16S rRNA gene): AJ854057.","AJ854057","55956963","300029","Nocardia elegans","300029","Nocardia elegans","Nocardia elegans",FALSE,FALSE,FALSE,"300029","Nocardia elegans","300029","Nocardia elegans"
"gbm00032.pdf","Nocardia","Nocardia exalbida","AB187522","accession no. (16S rRNA gene): AB187522.","AB187522","59796993","290231","Nocardia exalbida","290231","Nocardia exalbida","Nocardia exalbida",FALSE,FALSE,FALSE,"290231","Nocardia exalbida","290231","Nocardia exalbida"
"gbm00032.pdf","Nocardia","Nocardia farcinica","Z36936","accession no. (16S rRNA gene): Z36936.","Z36936","599916","37329","Nocardia farcinica","37329","Nocardia farcinica","Nocardia farcinica",FALSE,FALSE,FALSE,"37329","Nocardia farcinica","37329","Nocardia farcinica"
"gbm00032.pdf","Nocardia","Nocardia flavorosea","Z46754","accession no. (16S rRNA gene): Z46754.","Z46754","1771376","53429","Nocardia flavorosea","53429","Nocardia flavorosea","Nocardia flavorosea",FALSE,FALSE,FALSE,"53429","Nocardia flavorosea","53429","Nocardia flavorosea"
"gbm00032.pdf","Nocardia","Nocardia fluminea","AF277204","accession no. (16S rRNA gene): AF277204.","AF277204","9857954","134984","Nocardia fluminea","134984","Nocardia fluminea","Nocardia fluminea",FALSE,FALSE,FALSE,"134984","Nocardia fluminea","134984","Nocardia fluminea"
"gbm00032.pdf","Nocardia","Nocardia gamkensis","DQ235272","accession no. (16S rRNA gene): DQ235272.","DQ235272","78100382","352869","Nocardia gamkensis","352869","Nocardia gamkensis","Nocardia gamkensis",FALSE,FALSE,FALSE,"352869","Nocardia gamkensis","352869","Nocardia gamkensis"
"gbm00032.pdf","Nocardia","Nocardia harenae","DQ282122","accession no. (16S rRNA gene): DQ282122.","DQ282122","82659468","358707","Nocardia harenae","358707","Nocardia harenae","Nocardia harenae",FALSE,FALSE,FALSE,"358707","Nocardia harenae","358707","Nocardia harenae"
